SurveyCode,Q,Opt_top,Opt_bottom,Choice
9510187,8,2588.000000,3214.000000,1
9510187,9,64.000000,51.000000,0
4250565,0,18.300000,13.700000,1
4250565,1,15.000000,21.600000,0
4250565,2,1.100000,16.700000,0
4250565,3,7.900000,8.000000,0
4250565,4,11.000000,15.000000,0
4250565,5,2317.000000,2314.000000,0
4250565,6,4391.000000,2674.000000,0
4250565,7,47.000000,47.000000,0
4250565,8,8120.000000,8620.000000,0
4250565,9,2090.000000,2624.000000,0
4263320,0,2.400000,3.400000,1
4263320,1,1.800000,1.500000,1
4263320,2,3.900000,1.200000,0
4263320,3,1.200000,2.400000,0
4263320,4,25.000000,33.000000,1
4263320,5,191.000000,165.000000,0
4263320,6,115.000000,917.000000,0
4263320,7,203.000000,874.000000,0
4263320,8,183.000000,334.000000,1
4263320,9,199.000000,121.000000,0
4570546,0,15.400000,15.000000,0
4570546,1,11.300000,11.200000,1
4570546,2,13.100000,13.700000,1
4570546,3,7.500000,8.200000,0
4570546,4,15.000000,115.000000,1
4570546,5,3606.000000,3255.000000,1
4570546,6,4.000000,4.000000,0
4570546,7,56.000000,1883.000000,0
4570546,8,8112.000000,8112.000000,1
4570546,9,2183.000000,2624.000000,0
2329586,0,13.900000,24.200000,0
2329586,1,17.400000,17.400000,0
2329586,2,1.100000,14.100000,1
2329586,3,8.200000,7.500000,1
2329586,4,14.000000,14.000000,0
2329586,5,2978.000000,15.000000,1
2329586,6,10805.000000,2.000000,1
2329586,7,1867.000000,42.000000,1
2329586,8,6648.000000,106.000000,0
2329586,9,1762.000000,3579.000000,0
6441128,0,3.900000,7.400000,0
6441128,1,5.900000,6.500000,0
6441128,2,1.900000,4.400000,1
6441128,3,2.100000,4.800000,1
6441128,4,42.000000,20.000000,0
6441128,5,92.000000,49.000000,0
6441128,6,14.000000,50.000000,1
6441128,7,312.000000,66.000000,0
6441128,8,118.000000,259.000000,1
6441128,9,61.000000,62.000000,1
7350350,0,12.300000,1.100000,0
7350350,1,21.600000,11.800000,0
7350350,2,1.100000,16.100000,1
7350350,3,11.900000,11.900000,0
7350350,4,16.000000,14.000000,0
7350350,5,2314.000000,2010.000000,1
7350350,6,3.000000,10805.000000,0
7350350,7,1867.000000,50.000000,1
7350350,8,8112.000000,8620.000000,0
7350350,9,27.000000,24.000000,0
3219037,0,11.300000,12.300000,0
3219037,1,12.200000,12.700000,0
3219037,2,14.800000,14.700000,0
3219037,3,7.900000,12.100000,0
3219037,4,12.000000,16.000000,1
3219037,5,2069.000000,2198.000000,0
3219037,6,4.000000,19115.000000,1
3219037,7,2247.000000,20.000000,0
3219037,8,109.000000,8620.000000,1
3219037,9,2183.000000,1938.000000,1
4370878,0,11.100000,11.300000,0
4370878,1,15.000000,23.300000,1
4370878,2,13.100000,14.100000,0
4370878,3,9.100000,8.000000,0
4370878,4,12.000000,108.000000,0
4370878,5,2068.000000,2069.000000,1
4370878,6,2.000000,3.000000,1
4370878,7,26.000000,32.000000,1
4370878,8,99.000000,8112.000000,1
4370878,9,26.000000,2183.000000,1
6720684,0,11.300000,1.100000,0
6720684,1,13.900000,15.000000,0
6720684,2,13.100000,12.900000,0
6720684,3,7.500000,8.800000,0
6720684,4,16.000000,99.000000,1
6720684,5,3255.000000,9.000000,0
6720684,6,4.000000,2.000000,1
6720684,7,41.000000,1885.000000,1
6720684,8,11520.000000,12445.000000,1
6720684,9,21.000000,1698.000000,1
7719642,0,1.100000,11.500000,1
7719642,1,12.200000,14.200000,0
7719642,2,14.100000,13.100000,1
7719642,3,8.800000,7.500000,1
7719642,4,15.000000,109.000000,0
7719642,5,2317.000000,3123.000000,0
7719642,6,2.000000,2.000000,1
7719642,7,57.000000,26.000000,0
7719642,8,106.000000,7010.000000,1
7719642,9,19.000000,26.000000,1
8503972,0,18.300000,1.100000,0
8503972,1,17.400000,12.700000,0
8503972,2,12.500000,12.900000,1
8503972,3,7.900000,7.500000,1
8503972,4,130.000000,114.000000,0
8503972,5,2068.000000,2010.000000,1
8503972,6,4.000000,4.000000,1
8503972,7,20.000000,47.000000,1
8503972,8,109.000000,107.000000,0
8503972,9,1698.000000,2624.000000,0
4827947,0,24.200000,13.900000,0
4827947,1,18.300000,12.700000,1
4827947,2,14.700000,13.100000,0
4827947,3,12.100000,7.500000,1
4827947,4,12.000000,16.000000,1
4827947,5,2317.000000,7405.000000,0
4827947,6,4561.000000,4.000000,0
4827947,7,2087.000000,26.000000,0
4827947,8,106.000000,99.000000,0
4827947,9,27.000000,24.000000,0
7861013,0,3.700000,6.800000,0
7861013,1,2.900000,1.100000,0
7861013,2,2.200000,8.100000,1
7861013,3,1.400000,2.600000,1
7861013,4,33.000000,84.000000,0
7861013,5,894.000000,442.000000,1
7861013,6,4.000000,11.000000,1
7861013,7,416.000000,1061.000000,0
7861013,8,3751.000000,191.000000,0
7861013,9,777.000000,43.000000,0
2743140,0,1.100000,1.100000,1
2743140,1,23.300000,11.800000,1
2743140,2,16.100000,12.900000,0
2743140,3,11.800000,7.600000,0
2743140,4,16.000000,114.000000,1
2743140,5,2634.000000,15.000000,0
2743140,6,4561.000000,3027.000000,1
2743140,7,1883.000000,41.000000,0
2743140,8,70.000000,99.000000,1
2743140,9,1762.000000,19.000000,0
7667734,0,3.300000,10.500000,1
7667734,1,1.500000,1.300000,0
7667734,2,5.000000,1.600000,0
7667734,3,6.400000,1.900000,0
7667734,4,61.000000,68.000000,1
7667734,5,74.000000,1370.000000,1
7667734,6,28.000000,6.000000,0
7667734,7,887.000000,277.000000,0
7667734,8,1486.000000,229.000000,0
7667734,9,148.000000,33.000000,0
3294127,0,11.100000,3.700000,1
3294127,1,6.400000,1.200000,1
3294127,2,4.500000,1.200000,1
3294127,3,3.900000,1.200000,1
3294127,4,47.000000,17.000000,0
3294127,5,562.000000,53.000000,0
3294127,6,10805.000000,29.000000,1
3294127,7,184.000000,984.000000,0
3294127,8,280.000000,240.000000,0
3294127,9,41.000000,158.000000,1
8907776,0,13.900000,17.000000,0
8907776,1,11.800000,15.000000,1
8907776,2,12.900000,1.100000,0
8907776,3,7.900000,8.000000,1
8907776,4,115.000000,115.000000,0
8907776,5,7405.000000,3123.000000,1
8907776,6,2.000000,4391.000000,1
8907776,7,55.000000,58.000000,1
8907776,8,10095.000000,70.000000,0
8907776,9,1759.000000,2619.000000,0
2518281,0,3.900000,1.600000,0
2518281,1,2.200000,13.000000,0
2518281,2,1.400000,2.800000,1
2518281,3,1.900000,1.200000,1
2518281,4,33.000000,74.000000,1
2518281,5,41.000000,160.000000,1
2518281,6,467.000000,2.000000,0
2518281,7,62.000000,110.000000,1
2518281,8,1192.000000,270.000000,0
2518281,9,222.000000,64.000000,0
1938414,0,1.100000,17.000000,1
1938414,1,14.200000,13.000000,1
1938414,2,1.100000,14.100000,1
1938414,3,10.900000,8.000000,0
1938414,4,16.000000,115.000000,1
1938414,5,9.000000,7358.000000,1
1938414,6,1.000000,11504.000000,1
1938414,7,57.000000,40.000000,0
1938414,8,10095.000000,89.000000,0
1938414,9,24.000000,2183.000000,1
487382,0,24.200000,24.200000,0
487382,1,23.300000,15.000000,1
487382,2,12.500000,16.700000,1
487382,3,9.200000,8.900000,0
487382,4,130.000000,109.000000,0
487382,5,2314.000000,2048.000000,1
487382,6,2.000000,4.000000,1
487382,7,58.000000,55.000000,0
487382,8,109.000000,111.000000,1
487382,9,15.000000,1698.000000,1
6140954,0,11.300000,13.900000,1
6140954,1,12.000000,15.000000,1
6140954,2,13.100000,1.100000,1
6140954,3,8.000000,10.900000,0
6140954,4,15.000000,117.000000,1
6140954,5,23.000000,7405.000000,0
6140954,6,19115.000000,2.000000,0
6140954,7,42.000000,47.000000,1
6140954,8,7010.000000,6648.000000,0
6140954,9,22.000000,26.000000,1
8182255,0,2.900000,5.300000,0
8182255,1,3.200000,2.400000,1
8182255,2,3.500000,8.600000,0
8182255,3,1.600000,1.900000,1
8182255,4,65.000000,52.000000,0
8182255,5,248.000000,131.000000,1
8182255,6,497.000000,223.000000,1
8182255,7,540.000000,285.000000,1
8182255,8,470.000000,2213.000000,0
8182255,9,351.000000,102.000000,0
2133350,0,15.400000,12.300000,0
2133350,1,11.300000,15.000000,0
2133350,2,13.100000,13.700000,1
2133350,3,8.000000,10.400000,0
2133350,4,11.000000,16.000000,1
2133350,5,3123.000000,2198.000000,0
2133350,6,4.000000,11504.000000,1
2133350,7,1883.000000,58.000000,0
2133350,8,89.000000,8120.000000,1
2133350,9,26.000000,2090.000000,1
3900802,0,17.200000,11.500000,0
3900802,1,11.800000,13.000000,0
3900802,2,1.100000,16.700000,1
3900802,3,11.800000,11.800000,0
3900802,4,15.000000,130.000000,1
3900802,5,2314.000000,2068.000000,0
3900802,6,3.000000,3027.000000,1
3900802,7,40.000000,1883.000000,1
3900802,8,99.000000,70.000000,0
3900802,9,22.000000,3579.000000,1
4624652,0,11.800000,1.100000,0
4624652,1,14.200000,11.300000,1
4624652,2,1.100000,16.300000,0
4624652,3,10.400000,8.800000,1
4624652,4,130.000000,16.000000,1
4624652,5,2198.000000,3255.000000,0
4624652,6,3.000000,4.000000,1
4624652,7,1885.000000,1883.000000,1
4624652,8,99.000000,89.000000,0
4624652,9,22.000000,24.000000,1
1582498,0,3.500000,1.700000,0
1582498,1,1.200000,2.400000,1
1582498,2,8.600000,5.200000,1
1582498,3,1.600000,1.000000,0
1582498,4,20.000000,82.000000,1
1582498,5,700.000000,45.000000,0
1582498,6,832.000000,1267.000000,0
1582498,7,307.000000,100.000000,0
1582498,8,173.000000,518.000000,1
1582498,9,1589.000000,1042.000000,1
782071,0,18.300000,12.000000,1
782071,1,12.200000,18.300000,0
782071,2,12.900000,14.700000,1
782071,3,8.000000,9.100000,1
782071,4,15.000000,99.000000,0
782071,5,15.000000,2634.000000,1
782071,6,4500.000000,1.000000,0
782071,7,52.000000,40.000000,0
782071,8,7010.000000,107.000000,0
782071,9,1698.000000,26.000000,0
4969652,0,4.100000,2.500000,1
4969652,1,5.800000,2.800000,1
4969652,2,10.800000,2.800000,0
4969652,3,1.600000,2.700000,0
4969652,4,42.000000,25.000000,0
4969652,5,650.000000,131.000000,1
4969652,6,173.000000,104.000000,1
4969652,7,58.000000,432.000000,1
4969652,8,2149.000000,962.000000,0
4969652,9,835.000000,415.000000,1
6366472,0,1.300000,3.900000,1
6366472,1,7.100000,3.300000,1
6366472,2,1.800000,4.200000,1
6366472,3,3.000000,1.300000,0
6366472,4,70.000000,15.000000,0
6366472,5,656.000000,832.000000,0
6366472,6,58.000000,782.000000,0
6366472,7,189.000000,127.000000,0
6366472,8,997.000000,177.000000,0
6366472,9,106.000000,39.000000,0
1564429,0,1.100000,11.800000,1
1564429,1,11.200000,11.800000,0
1564429,2,1.100000,12.900000,1
1564429,3,9.100000,9.100000,0
1564429,4,12.000000,11.000000,0
1564429,5,2069.000000,2010.000000,1
1564429,6,2.000000,4391.000000,1
1564429,7,1997.000000,52.000000,0
1564429,8,70.000000,102.000000,1
1564429,9,24.000000,2115.000000,1
4795985,0,1.100000,15.000000,1
4795985,1,12.000000,11.800000,0
4795985,2,14.100000,1.100000,0
4795985,3,7.600000,7.600000,1
4795985,4,115.000000,130.000000,0
4795985,5,28.000000,1977.000000,1
4795985,6,5151.000000,4.000000,0
4795985,7,32.000000,55.000000,1
4795985,8,12445.000000,6277.000000,1
4795985,9,24.000000,3579.000000,1
7328261,0,12.000000,11.300000,0
7328261,1,12.000000,12.200000,1
7328261,2,1.100000,13.100000,0
7328261,3,11.900000,10.400000,1
7328261,4,115.000000,130.000000,0
7328261,5,2978.000000,28.000000,1
7328261,6,1.000000,4561.000000,0
7328261,7,55.000000,1885.000000,0
7328261,8,10095.000000,10095.000000,1
7328261,9,24.000000,26.000000,1
1663313,0,7.300000,2.600000,0
1663313,1,11.800000,6.200000,1
1663313,2,2.500000,1.600000,0
1663313,3,1.000000,1.700000,1
1663313,4,72.000000,45.000000,0
1663313,5,397.000000,31.000000,0
1663313,6,14.000000,208.000000,1
1663313,7,119.000000,887.000000,0
1663313,8,3129.000000,571.000000,0
1663313,9,967.000000,188.000000,1
5556422,0,4.700000,2.700000,1
5556422,1,3.200000,6.800000,0
5556422,2,3.000000,1.800000,0
5556422,3,1.500000,3.500000,0
5556422,4,34.000000,53.000000,1
5556422,5,263.000000,355.000000,1
5556422,6,44.000000,40.000000,0
5556422,7,289.000000,196.000000,0
5556422,8,304.000000,804.000000,1
5556422,9,79.000000,121.000000,1
5799539,0,17.000000,18.300000,1
5799539,1,11.300000,12.200000,1
5799539,2,13.700000,16.300000,0
5799539,3,8.200000,7.600000,1
5799539,4,12.000000,15.000000,1
5799539,5,1977.000000,2068.000000,0
5799539,6,19115.000000,4.000000,0
5799539,7,52.000000,1885.000000,1
5799539,8,6277.000000,107.000000,0
5799539,9,2090.000000,21.000000,0
9374447,0,17.200000,1.100000,0
9374447,1,23.300000,11.300000,1
9374447,2,16.100000,14.700000,1
9374447,3,11.800000,11.800000,0
9374447,4,16.000000,114.000000,1
9374447,5,15.000000,3123.000000,0
9374447,6,11504.000000,10805.000000,1
9374447,7,1892.000000,26.000000,1
9374447,8,102.000000,8120.000000,1
9374447,9,26.000000,1759.000000,0
1752910,0,1.100000,15.400000,1
1752910,1,11.200000,12.200000,0
1752910,2,13.100000,13.100000,0
1752910,3,12.100000,8.000000,0
1752910,4,11.000000,115.000000,0
1752910,5,2317.000000,2068.000000,1
1752910,6,1.000000,1.000000,1
1752910,7,2188.000000,1885.000000,1
1752910,8,99.000000,107.000000,1
1752910,9,2067.000000,3579.000000,0
4728872,0,11.800000,17.200000,1
4728872,1,11.300000,17.400000,1
4728872,2,1.100000,12.900000,1
4728872,3,8.000000,12.100000,0
4728872,4,16.000000,114.000000,0
4728872,5,20.000000,9.000000,0
4728872,6,4.000000,10805.000000,1
4728872,7,40.000000,32.000000,0
4728872,8,6620.000000,102.000000,0
4728872,9,1762.000000,1759.000000,0
8508790,0,24.200000,1.100000,0
8508790,1,17.400000,14.200000,0
8508790,2,13.100000,12.900000,1
8508790,3,7.600000,10.400000,1
8508790,4,99.000000,15.000000,0
8508790,5,2634.000000,28.000000,1
8508790,6,4.000000,2.000000,0
8508790,7,32.000000,1883.000000,1
8508790,8,111.000000,6620.000000,1
8508790,9,26.000000,1938.000000,1
6067436,0,1.100000,18.300000,1
6067436,1,12.200000,17.400000,1
6067436,2,16.100000,1.100000,0
6067436,3,11.900000,8.000000,1
6067436,4,115.000000,117.000000,1
6067436,5,7405.000000,9.000000,0
6067436,6,4391.000000,3035.000000,1
6067436,7,26.000000,1883.000000,1
6067436,8,11520.000000,8620.000000,0
6067436,9,1890.000000,22.000000,0
1253691,0,13.900000,15.000000,0
1253691,1,17.400000,11.200000,0
1253691,2,13.700000,13.100000,0
1253691,3,7.500000,9.100000,0
1253691,4,15.000000,117.000000,0
1253691,5,2069.000000,2317.000000,0
1253691,6,3035.000000,4.000000,1
1253691,7,55.000000,1867.000000,0
1253691,8,111.000000,10095.000000,0
1253691,9,2619.000000,24.000000,1
5506718,0,17.200000,1.100000,0
5506718,1,17.400000,13.000000,0
5506718,2,12.900000,13.100000,1
5506718,3,8.900000,8.800000,1
5506718,4,130.000000,11.000000,0
5506718,5,2198.000000,2634.000000,0
5506718,6,4.000000,4.000000,1
5506718,7,57.000000,26.000000,0
5506718,8,6430.000000,106.000000,0
5506718,9,1759.000000,22.000000,0
7164122,0,24.200000,12.000000,1
7164122,1,11.200000,13.000000,0
7164122,2,1.100000,12.900000,1
7164122,3,11.800000,7.900000,0
7164122,4,109.000000,16.000000,0
7164122,5,2198.000000,2069.000000,1
7164122,6,7388.000000,10805.000000,0
7164122,7,41.000000,32.000000,0
7164122,8,7010.000000,11520.000000,1
7164122,9,1890.000000,24.000000,1
7802766,0,1.000000,11.500000,1
7802766,1,17.900000,12.100000,1
7802766,2,16.300000,1.100000,0
7802766,3,12.100000,7.600000,1
7802766,4,11.000000,15.000000,1
7802766,5,23.000000,2198.000000,1
7802766,6,4391.000000,3.000000,0
7802766,7,50.000000,1883.000000,1
7802766,8,8120.000000,6277.000000,0
7802766,9,26.000000,24.000000,0
7977467,0,4.600000,6.300000,1
7977467,1,1.800000,3.200000,1
7977467,2,2.400000,5.700000,0
7977467,3,1.600000,6.000000,0
7977467,4,73.000000,32.000000,1
7977467,5,424.000000,403.000000,1
7977467,6,13.000000,28.000000,1
7977467,7,167.000000,382.000000,1
7977467,8,2967.000000,928.000000,0
7977467,9,292.000000,104.000000,0
7098241,0,11.800000,11.100000,0
7098241,1,13.900000,17.900000,0
7098241,2,16.100000,16.300000,0
7098241,3,8.800000,8.000000,0
7098241,4,16.000000,99.000000,1
7098241,5,2010.000000,7358.000000,0
7098241,6,2.000000,2.000000,0
7098241,7,2087.000000,52.000000,1
7098241,8,89.000000,8112.000000,1
7098241,9,3579.000000,24.000000,0
1499573,0,3.500000,7.000000,0
1499573,1,3.900000,2.000000,0
1499573,2,2.700000,1.900000,0
1499573,3,3.400000,2.800000,1
1499573,4,117.000000,41.000000,1
1499573,5,287.000000,689.000000,1
1499573,6,22.000000,208.000000,1
1499573,7,782.000000,160.000000,0
1499573,8,3560.000000,1970.000000,0
1499573,9,349.000000,296.000000,1
6936658,0,15.400000,15.400000,0
6936658,1,13.000000,15.000000,0
6936658,2,1.100000,14.100000,1
6936658,3,11.800000,9.100000,0
6936658,4,15.000000,15.000000,0
6936658,5,3255.000000,20.000000,0
6936658,6,7388.000000,2.000000,0
6936658,7,41.000000,40.000000,0
6936658,8,107.000000,89.000000,0
6936658,9,24.000000,19.000000,0
9246974,0,17.000000,17.200000,0
9246974,1,12.000000,15.000000,1
9246974,2,13.700000,14.800000,1
9246974,3,8.900000,9.100000,0
9246974,4,15.000000,109.000000,0
9246974,5,2010.000000,7405.000000,0
9246974,6,3.000000,1.000000,0
9246974,7,1883.000000,55.000000,0
9246974,8,106.000000,8120.000000,1
9246974,9,26.000000,26.000000,1
4718354,0,3.000000,3.600000,1
4718354,1,7.500000,1.700000,0
4718354,2,5.000000,2.600000,1
4718354,3,1.600000,1.700000,0
4718354,4,51.000000,33.000000,1
4718354,5,1068.000000,892.000000,1
4718354,6,82.000000,25.000000,0
4718354,7,1031.000000,341.000000,1
4718354,8,1393.000000,892.000000,0
4718354,9,412.000000,649.000000,0
2561421,0,1.100000,1.100000,0
2561421,1,15.000000,18.300000,0
2561421,2,14.100000,1.100000,0
2561421,3,11.800000,11.900000,1
2561421,4,15.000000,16.000000,1
2561421,5,2198.000000,20.000000,0
2561421,6,4500.000000,5151.000000,0
2561421,7,26.000000,57.000000,1
2561421,8,107.000000,6648.000000,1
2561421,9,27.000000,2183.000000,1
4586422,0,11.300000,14.100000,0
4586422,1,11.200000,14.200000,1
4586422,2,1.100000,14.800000,0
4586422,3,7.500000,8.000000,1
4586422,4,15.000000,16.000000,1
4586422,5,3606.000000,2010.000000,1
4586422,6,4391.000000,7388.000000,1
4586422,7,26.000000,1867.000000,1
4586422,8,8112.000000,11520.000000,1
4586422,9,1698.000000,24.000000,0
3234307,0,4.600000,3.300000,0
3234307,1,3.200000,2.700000,1
3234307,2,4.100000,2.600000,0
3234307,3,2.500000,1.000000,0
3234307,4,79.000000,38.000000,0
3234307,5,330.000000,549.000000,0
3234307,6,20.000000,74.000000,1
3234307,7,185.000000,1590.000000,1
3234307,8,3888.000000,798.000000,0
3234307,9,287.000000,90.000000,0
3170326,0,11.800000,1.100000,0
3170326,1,12.200000,17.900000,0
3170326,2,1.100000,14.800000,1
3170326,3,7.500000,8.000000,1
3170326,4,115.000000,16.000000,1
3170326,5,2068.000000,2978.000000,0
3170326,6,2.000000,19115.000000,1
3170326,7,1883.000000,1867.000000,1
3170326,8,6648.000000,6620.000000,1
3170326,9,2090.000000,1890.000000,1
679669,0,6.600000,4.300000,1
679669,1,2.500000,1.600000,1
679669,2,8.100000,3.500000,1
679669,3,1.300000,1.400000,0
679669,4,16.000000,35.000000,1
679669,5,54.000000,1333.000000,1
679669,6,356.000000,2.000000,0
679669,7,1001.000000,192.000000,0
679669,8,2112.000000,2780.000000,0
679669,9,793.000000,475.000000,1
4828721,0,1.100000,12.000000,1
4828721,1,11.200000,23.300000,1
4828721,2,1.100000,14.800000,1
4828721,3,12.100000,12.100000,0
4828721,4,14.000000,12.000000,0
4828721,5,28.000000,23.000000,0
4828721,6,5151.000000,4.000000,0
4828721,7,1892.000000,1883.000000,1
4828721,8,11520.000000,7010.000000,0
4828721,9,2619.000000,2619.000000,0
6100429,0,1.100000,1.100000,1
6100429,1,21.600000,13.000000,1
6100429,2,1.100000,16.300000,1
6100429,3,7.600000,7.600000,1
6100429,4,15.000000,15.000000,1
6100429,5,2048.000000,2068.000000,0
6100429,6,11504.000000,2.000000,0
6100429,7,2976.000000,41.000000,0
6100429,8,111.000000,10095.000000,1
6100429,9,2067.000000,19.000000,0
2089819,0,1.100000,18.300000,1
2089819,1,15.000000,17.400000,1
2089819,2,12.900000,13.100000,1
2089819,3,8.000000,10.400000,0
2089819,4,16.000000,15.000000,0
2089819,5,3255.000000,2010.000000,1
2089819,6,1.000000,4.000000,1
2089819,7,3509.000000,41.000000,0
2089819,8,102.000000,11520.000000,1
2089819,9,24.000000,2624.000000,1
9262712,0,13.900000,1.000000,0
9262712,1,13.900000,12.700000,0
9262712,2,12.500000,14.100000,1
9262712,3,7.600000,11.800000,0
9262712,4,11.000000,114.000000,1
9262712,5,2198.000000,9.000000,0
9262712,6,4.000000,5151.000000,1
9262712,7,56.000000,42.000000,0
9262712,8,8620.000000,99.000000,0
9262712,9,1938.000000,2115.000000,1
1269110,0,1.100000,11.100000,0
1269110,1,12.100000,12.100000,1
1269110,2,13.700000,13.100000,0
1269110,3,9.200000,9.100000,0
1269110,4,14.000000,115.000000,1
1269110,5,2198.000000,2068.000000,0
1269110,6,5151.000000,4391.000000,0
1269110,7,20.000000,50.000000,1
1269110,8,6430.000000,7010.000000,1
1269110,9,24.000000,3579.000000,1
2615378,0,17.200000,1.100000,1
2615378,1,12.100000,12.700000,0
2615378,2,13.100000,14.100000,0
2615378,3,8.000000,7.900000,1
2615378,4,114.000000,16.000000,1
2615378,5,15.000000,1977.000000,0
2615378,6,3.000000,4561.000000,0
2615378,7,2247.000000,32.000000,0
2615378,8,6648.000000,6277.000000,0
2615378,9,26.000000,2115.000000,1
2856696,0,11.300000,17.200000,0
2856696,1,23.300000,12.700000,1
2856696,2,16.700000,1.100000,1
2856696,3,7.600000,8.900000,0
2856696,4,12.000000,15.000000,0
2856696,5,2314.000000,2317.000000,1
2856696,6,3.000000,3027.000000,0
2856696,7,2976.000000,1885.000000,1
2856696,8,89.000000,6620.000000,1
2856696,9,26.000000,24.000000,0
701402,0,12.300000,13.900000,0
701402,1,12.200000,21.600000,1
701402,2,1.100000,14.800000,1
701402,3,8.900000,9.100000,0
701402,4,114.000000,15.000000,0
701402,5,9.000000,23.000000,1
701402,6,4391.000000,10805.000000,0
701402,7,2087.000000,58.000000,0
701402,8,109.000000,6430.000000,1
701402,9,27.000000,1762.000000,1
3790861,0,2.300000,3.900000,1
3790861,1,2.900000,6.300000,0
3790861,2,4.800000,6.000000,0
3790861,3,3.200000,1.600000,1
3790861,4,45.000000,29.000000,1
3790861,5,238.000000,501.000000,0
3790861,6,161.000000,100.000000,0
3790861,7,433.000000,537.000000,0
3790861,8,1025.000000,708.000000,0
3790861,9,304.000000,504.000000,0
459163,0,1.700000,2.900000,0
459163,1,3.100000,1.400000,1
459163,2,1.500000,2.700000,1
459163,3,3.300000,5.000000,0
459163,4,22.000000,20.000000,0
459163,5,73.000000,42.000000,1
459163,6,91.000000,832.000000,0
459163,7,414.000000,55.000000,1
459163,8,3915.000000,759.000000,1
459163,9,335.000000,62.000000,1
7357358,0,1.100000,12.000000,0
7357358,1,17.400000,14.200000,1
7357358,2,1.100000,1.100000,0
7357358,3,9.400000,7.900000,0
7357358,4,99.000000,130.000000,0
7357358,5,2068.000000,20.000000,0
7357358,6,2577.000000,1.000000,0
7357358,7,2976.000000,2976.000000,0
7357358,8,89.000000,111.000000,1
7357358,9,26.000000,1890.000000,1
