SurveyCode,Q,Opt_top,Opt_bottom,Choice
4487032,3,9.200000,3.800000,0
4487032,4,37.000000,11.000000,0
4487032,5,253.000000,9.000000,0
4487032,6,24.000000,2.000000,0
4487032,7,687.000000,42.000000,0
4487032,8,741.000000,8120.000000,0
4487032,9,234.000000,15.000000,0
4844589,0,24.200000,2.700000,0
4844589,1,1.900000,12.200000,0
4844589,2,5.200000,16.300000,0
4844589,3,9.400000,3.000000,1
4844589,4,58.000000,115.000000,0
4844589,5,83.000000,3123.000000,0
4844589,6,5.000000,3.000000,0
4844589,7,52.000000,204.000000,1
4844589,8,4238.000000,8620.000000,0
4844589,9,2090.000000,76.000000,1
1984543,0,4.200000,24.200000,0
1984543,1,5.200000,23.300000,0
1984543,2,7.300000,16.300000,0
1984543,3,1.900000,11.900000,0
1984543,4,14.000000,46.000000,1
1984543,5,2634.000000,321.000000,1
1984543,6,66.000000,1.000000,0
1984543,7,549.000000,2247.000000,0
1984543,8,1155.000000,12445.000000,0
1984543,9,2183.000000,170.000000,1
5828529,0,3.500000,2.900000,1
5828529,1,1.900000,5.100000,0
5828529,2,4.000000,4.400000,0
5828529,3,2.200000,2.900000,1
5828529,4,35.000000,79.000000,1
5828529,5,1017.000000,184.000000,1
5828529,6,1322.000000,758.000000,1
5828529,7,228.000000,158.000000,0
5828529,8,546.000000,326.000000,0
5828529,9,646.000000,900.000000,1
8604655,0,2.900000,13.700000,0
8604655,1,4.100000,12.100000,0
8604655,2,16.300000,4.700000,0
8604655,3,9.400000,6.300000,1
8604655,4,130.000000,38.000000,1
8604655,5,171.000000,20.000000,0
8604655,6,2.000000,198.000000,1
8604655,7,730.000000,52.000000,0
8604655,8,700.000000,12445.000000,1
8604655,9,2624.000000,374.000000,1
7386289,0,8.300000,24.200000,0
7386289,1,4.300000,17.400000,0
7386289,2,7.400000,16.700000,1
7386289,3,8.200000,2.000000,0
7386289,4,108.000000,56.000000,1
7386289,5,1420.000000,2978.000000,0
7386289,6,1594.000000,2.000000,0
7386289,7,1211.000000,2247.000000,0
7386289,8,8112.000000,341.000000,0
7386289,9,19.000000,100.000000,1
9831219,0,6.600000,2.600000,0
9831219,1,6.800000,21.600000,1
9831219,2,3.900000,1.100000,0
9831219,3,2.200000,6.700000,0
9831219,4,27.000000,21.000000,0
9831219,5,510.000000,73.000000,1
9831219,6,88.000000,1131.000000,0
9831219,7,1997.000000,515.000000,1
9831219,8,173.000000,718.000000,1
9831219,9,45.000000,2183.000000,0
7700690,0,13.900000,1.600000,0
7700690,1,17.400000,4.500000,1
7700690,2,5.700000,14.800000,0
7700690,3,10.400000,2.300000,1
7700690,4,14.000000,24.000000,1
7700690,5,543.000000,23.000000,0
7700690,6,142.000000,2.000000,0
7700690,7,874.000000,42.000000,0
7700690,8,12445.000000,1395.000000,1
7700690,9,3579.000000,68.000000,1
2852594,0,1.800000,4.500000,0
2852594,1,1.000000,1.400000,0
2852594,2,7.700000,4.400000,1
2852594,3,2.000000,8.900000,0
2852594,4,45.000000,23.000000,0
2852594,5,54.000000,354.000000,1
2852594,6,19115.000000,4.000000,0
2852594,7,1997.000000,1029.000000,0
2852594,8,176.000000,884.000000,1
2852594,9,50.000000,1043.000000,1
9282012,0,2.600000,4.800000,1
9282012,1,2.000000,3.400000,1
9282012,2,3.300000,4.000000,1
9282012,3,3.800000,4.200000,0
9282012,4,40.000000,26.000000,1
9282012,5,289.000000,293.000000,0
9282012,6,10.000000,26.000000,1
9282012,7,582.000000,730.000000,0
9282012,8,930.000000,1198.000000,0
9282012,9,198.000000,62.000000,1
649761,0,6.700000,8.300000,1
649761,1,1.600000,1.100000,0
649761,2,9.900000,3.200000,1
649761,3,5.800000,2.000000,0
649761,4,26.000000,94.000000,1
649761,5,3123.000000,233.000000,0
649761,6,14.000000,261.000000,1
649761,7,220.000000,121.000000,0
649761,8,164.000000,2778.000000,0
649761,9,117.000000,1043.000000,1
9873134,0,4.700000,9.800000,0
9873134,1,8.800000,5.200000,0
9873134,2,2.600000,1.900000,0
9873134,3,1.600000,6.100000,1
9873134,4,18.000000,94.000000,0
9873134,5,275.000000,1188.000000,0
9873134,6,831.000000,13.000000,1
9873134,7,83.000000,288.000000,0
9873134,8,496.000000,173.000000,0
9873134,9,97.000000,50.000000,1
2731684,0,14.100000,1.000000,1
2731684,1,23.300000,1.800000,1
2731684,2,5.900000,14.100000,0
2731684,3,1.700000,8.200000,0
2731684,4,11.000000,42.000000,0
2731684,5,9.000000,185.000000,1
2731684,6,117.000000,1.000000,0
2731684,7,47.000000,149.000000,1
2731684,8,909.000000,70.000000,1
2731684,9,19.000000,225.000000,0
2705719,0,7.200000,1.200000,1
2705719,1,9.500000,4.000000,0
2705719,2,1.800000,4.300000,0
2705719,3,5.800000,1.200000,0
2705719,4,91.000000,24.000000,1
2705719,5,148.000000,68.000000,0
2705719,6,16.000000,14.000000,0
2705719,7,700.000000,55.000000,0
2705719,8,482.000000,221.000000,0
2705719,9,83.000000,758.000000,1
3018060,0,2.900000,3.100000,0
3018060,1,1.400000,3.500000,0
3018060,2,5.800000,7.200000,0
3018060,3,10.900000,1.100000,1
3018060,4,35.000000,45.000000,0
3018060,5,376.000000,185.000000,1
3018060,6,355.000000,3.000000,1
3018060,7,3509.000000,207.000000,1
3018060,8,1026.000000,1990.000000,0
3018060,9,181.000000,323.000000,1
7982647,0,2.900000,4.100000,1
7982647,1,2.900000,1.200000,0
7982647,2,6.200000,5.200000,1
7982647,3,1.500000,3.300000,0
7982647,4,39.000000,26.000000,0
7982647,5,228.000000,274.000000,1
7982647,6,279.000000,84.000000,0
7982647,7,339.000000,388.000000,0
7982647,8,1700.000000,857.000000,0
7982647,9,151.000000,87.000000,1
245929,0,5.400000,7.700000,0
245929,1,7.800000,2.600000,1
245929,2,8.900000,9.300000,0
245929,3,1.200000,1.300000,0
245929,4,25.000000,23.000000,1
245929,5,870.000000,107.000000,0
245929,6,10805.000000,13.000000,0
245929,7,124.000000,150.000000,0
245929,8,1215.000000,3753.000000,0
245929,9,212.000000,1215.000000,0
8852837,0,2.700000,15.000000,0
8852837,1,17.900000,9.400000,1
8852837,2,14.700000,2.400000,1
8852837,3,1.900000,8.900000,0
8852837,4,108.000000,48.000000,0
8852837,5,182.000000,15.000000,0
8852837,6,24.000000,5151.000000,0
8852837,7,624.000000,32.000000,1
8852837,8,8620.000000,357.000000,1
8852837,9,3579.000000,476.000000,1
7989730,0,5.400000,3.500000,1
7989730,1,3.500000,6.100000,1
7989730,2,6.100000,2.700000,0
7989730,3,4.800000,2.300000,1
7989730,4,55.000000,35.000000,0
7989730,5,517.000000,81.000000,0
7989730,6,14.000000,55.000000,1
7989730,7,578.000000,105.000000,1
7989730,8,1440.000000,1171.000000,1
7989730,9,89.000000,107.000000,1
1706584,0,7.800000,1.900000,0
1706584,1,3.500000,2.100000,0
1706584,2,2.000000,2.200000,0
1706584,3,3.800000,5.000000,1
1706584,4,48.000000,34.000000,0
1706584,5,354.000000,68.000000,0
1706584,6,342.000000,95.000000,1
1706584,7,248.000000,285.000000,1
1706584,8,851.000000,135.000000,0
1706584,9,1090.000000,121.000000,1
8593895,0,7.400000,3.300000,1
8593895,1,4.300000,1.500000,0
8593895,2,1.500000,1.800000,1
8593895,3,1.100000,1.300000,1
8593895,4,39.000000,20.000000,0
8593895,5,461.000000,56.000000,0
8593895,6,77.000000,1923.000000,1
8593895,7,876.000000,489.000000,1
8593895,8,482.000000,3751.000000,1
8593895,9,408.000000,2090.000000,0
6184415,0,13.700000,4.200000,0
6184415,1,1.900000,12.700000,0
6184415,2,14.100000,3.000000,0
6184415,3,5.500000,11.900000,0
6184415,4,14.000000,72.000000,1
6184415,5,67.000000,3606.000000,1
6184415,6,19115.000000,99.000000,0
6184415,7,2976.000000,493.000000,1
6184415,8,10095.000000,1723.000000,0
6184415,9,2067.000000,108.000000,0
4670546,0,3.300000,11.800000,1
4670546,1,17.900000,1.100000,0
4670546,2,7.000000,16.700000,1
4670546,3,8.800000,4.300000,0
4670546,4,109.000000,29.000000,1
4670546,5,380.000000,15.000000,0
4670546,6,232.000000,2.000000,0
4670546,7,47.000000,311.000000,0
4670546,8,89.000000,635.000000,1
4670546,9,19.000000,81.000000,1
7215359,0,1.200000,1.300000,0
7215359,1,8.700000,5.800000,0
7215359,2,1.500000,3.000000,1
7215359,3,1.400000,1.500000,0
7215359,4,20.000000,49.000000,0
7215359,5,356.000000,66.000000,1
7215359,6,13.000000,464.000000,0
7215359,7,1424.000000,1043.000000,1
7215359,8,2663.000000,236.000000,0
7215359,9,221.000000,2115.000000,0
8578017,0,13.700000,2.500000,0
8578017,1,15.000000,2.400000,1
8578017,2,5.900000,14.100000,0
8578017,3,3.200000,10.900000,0
8578017,4,60.000000,14.000000,0
8578017,5,3606.000000,180.000000,0
8578017,6,2.000000,46.000000,1
8578017,7,249.000000,2247.000000,0
8578017,8,8620.000000,259.000000,0
8578017,9,2090.000000,43.000000,0
8267950,0,10.600000,1.600000,0
8267950,1,8.700000,14.200000,1
8267950,2,3.200000,1.600000,1
8267950,3,4.500000,6.900000,1
8267950,4,24.000000,21.000000,0
8267950,5,9.000000,272.000000,1
8267950,6,178.000000,1267.000000,0
8267950,7,110.000000,450.000000,0
8267950,8,2876.000000,1479.000000,1
8267950,9,935.000000,704.000000,1
3168982,0,7.500000,3.900000,1
3168982,1,3.100000,1.900000,0
3168982,2,3.500000,4.800000,0
3168982,3,2.000000,1.700000,0
3168982,4,51.000000,43.000000,0
3168982,5,196.000000,357.000000,1
3168982,6,121.000000,555.000000,0
3168982,7,212.000000,584.000000,1
3168982,8,275.000000,1386.000000,1
3168982,9,453.000000,56.000000,0
3569968,0,5.600000,5.200000,1
3569968,1,4.000000,6.000000,0
3569968,2,1.800000,6.000000,0
3569968,3,1.800000,1.300000,0
3569968,4,70.000000,53.000000,1
3569968,5,652.000000,296.000000,1
3569968,6,1267.000000,43.000000,1
3569968,7,149.000000,647.000000,0
3569968,8,214.000000,1148.000000,1
3569968,9,85.000000,156.000000,1
874756,0,15.400000,4.500000,0
874756,1,4.400000,15.000000,1
874756,2,3.600000,13.700000,1
874756,3,9.100000,1.900000,0
874756,4,47.000000,117.000000,0
874756,5,3606.000000,431.000000,1
874756,6,3.000000,313.000000,1
874756,7,32.000000,312.000000,1
874756,8,8120.000000,2431.000000,0
874756,9,2115.000000,163.000000,1
489711,0,5.100000,11.800000,0
489711,1,1.700000,12.700000,0
489711,2,14.700000,1.600000,0
489711,3,12.100000,3.200000,1
489711,4,11.000000,40.000000,0
489711,5,2634.000000,207.000000,1
489711,6,2.000000,451.000000,1
489711,7,42.000000,265.000000,1
489711,8,70.000000,2543.000000,1
489711,9,165.000000,2183.000000,0
9642227,0,4.200000,1.500000,0
9642227,1,3.300000,1.000000,0
9642227,2,12.900000,2.700000,0
9642227,3,1.800000,6.400000,0
9642227,4,68.000000,52.000000,0
9642227,5,178.000000,56.000000,0
9642227,6,92.000000,1487.000000,0
9642227,7,176.000000,1426.000000,1
9642227,8,1026.000000,4218.000000,0
9642227,9,47.000000,294.000000,1
2986141,0,3.900000,14.100000,0
2986141,1,23.300000,4.500000,1
2986141,2,3.700000,14.700000,1
2986141,3,11.900000,2.500000,1
2986141,4,83.000000,117.000000,0
2986141,5,3606.000000,144.000000,1
2986141,6,3.000000,8.000000,1
2986141,7,42.000000,272.000000,1
2986141,8,12445.000000,1395.000000,0
2986141,9,19.000000,388.000000,1
5599496,0,1.800000,1.400000,0
5599496,1,7.000000,1.000000,0
5599496,2,8.600000,1.500000,0
5599496,3,4.700000,3.200000,0
5599496,4,36.000000,16.000000,0
5599496,5,454.000000,2198.000000,0
5599496,6,895.000000,98.000000,0
5599496,7,382.000000,77.000000,0
5599496,8,3764.000000,940.000000,0
5599496,9,57.000000,188.000000,0
1817796,0,17.000000,1.800000,0
1817796,1,13.000000,2.700000,0
1817796,2,16.700000,5.500000,0
1817796,3,11.900000,1.200000,0
1817796,4,54.000000,130.000000,0
1817796,5,3123.000000,216.000000,1
1817796,6,2013.000000,2.000000,0
1817796,7,50.000000,112.000000,1
1817796,8,11520.000000,1215.000000,0
1817796,9,22.000000,140.000000,1
5798787,0,1.000000,2.500000,1
5798787,1,17.900000,3.200000,0
5798787,2,13.700000,2.900000,0
5798787,3,2.000000,10.900000,0
5798787,4,19.000000,130.000000,1
5798787,5,9.000000,381.000000,1
5798787,6,291.000000,4561.000000,0
5798787,7,20.000000,447.000000,1
5798787,8,8620.000000,6620.000000,0
5798787,9,2067.000000,54.000000,1
466425,0,2.600000,3.000000,0
466425,1,2.200000,2.700000,0
466425,2,2.800000,2.500000,1
466425,3,3.000000,2.800000,0
466425,4,22.000000,31.000000,1
466425,5,1504.000000,142.000000,1
466425,6,107.000000,176.000000,1
466425,7,207.000000,196.000000,0
466425,8,1044.000000,1723.000000,0
466425,9,346.000000,154.000000,0
9114730,0,3.100000,3.000000,0
9114730,1,3.500000,2.000000,0
9114730,2,16.300000,3.100000,1
9114730,3,5.000000,1.600000,1
9114730,4,29.000000,37.000000,1
9114730,5,166.000000,205.000000,0
9114730,6,7.000000,323.000000,1
9114730,7,638.000000,158.000000,0
9114730,8,149.000000,411.000000,1
9114730,9,100.000000,641.000000,0
3640445,0,5.000000,6.200000,1
3640445,1,2.100000,7.300000,0
3640445,2,14.100000,1.600000,0
3640445,3,3.200000,1.500000,0
3640445,4,64.000000,19.000000,0
3640445,5,120.000000,271.000000,0
3640445,6,22.000000,72.000000,1
3640445,7,257.000000,453.000000,1
3640445,8,631.000000,1192.000000,1
3640445,9,224.000000,152.000000,0
5459826,0,4.000000,7.300000,1
5459826,1,7.200000,1.500000,0
5459826,2,3.100000,9.100000,1
5459826,3,1.700000,1.400000,0
5459826,4,36.000000,23.000000,0
5459826,5,2634.000000,870.000000,1
5459826,6,77.000000,15.000000,0
5459826,7,124.000000,257.000000,1
5459826,8,4231.000000,135.000000,0
5459826,9,421.000000,24.000000,0
8547623,0,6.700000,7.400000,1
8547623,1,2.800000,5.200000,0
8547623,2,2.000000,2.800000,0
8547623,3,2.700000,1.600000,0
8547623,4,66.000000,42.000000,1
8547623,5,428.000000,84.000000,0
8547623,6,812.000000,166.000000,0
8547623,7,428.000000,404.000000,0
8547623,8,509.000000,1112.000000,0
8547623,9,835.000000,110.000000,0
7918760,0,5.500000,12.000000,0
7918760,1,4.500000,17.900000,0
7918760,2,2.300000,14.100000,0
7918760,3,8.200000,1.600000,0
7918760,4,115.000000,31.000000,0
7918760,5,15.000000,191.000000,1
7918760,6,27.000000,4391.000000,1
7918760,7,136.000000,20.000000,0
7918760,8,514.000000,12445.000000,1
7918760,9,108.000000,21.000000,0
9534046,0,15.000000,2.600000,1
9534046,1,2.800000,23.300000,0
9534046,2,1.800000,16.100000,1
9534046,3,1.100000,11.900000,0
9534046,4,29.000000,14.000000,0
9534046,5,1159.000000,3255.000000,0
9534046,6,431.000000,19115.000000,0
9534046,7,41.000000,177.000000,1
9534046,8,89.000000,434.000000,1
9534046,9,2090.000000,244.000000,1
1021048,0,6.700000,3.400000,0
1021048,1,6.300000,1.600000,0
1021048,2,2.700000,16.100000,0
1021048,3,2.700000,6.700000,0
1021048,4,34.000000,68.000000,0
1021048,5,1068.000000,331.000000,0
1021048,6,158.000000,9.000000,0
1021048,7,1010.000000,673.000000,0
1021048,8,2809.000000,815.000000,0
1021048,9,1890.000000,182.000000,0
4045700,0,9.600000,2.100000,0
4045700,1,3.100000,7.100000,1
4045700,2,7.900000,8.700000,0
4045700,3,1.200000,2.900000,0
4045700,4,31.000000,20.000000,0
4045700,5,2198.000000,816.000000,1
4045700,6,917.000000,21.000000,0
4045700,7,110.000000,1204.000000,1
4045700,8,107.000000,676.000000,1
4045700,9,705.000000,196.000000,0
405436,0,1.500000,5.800000,0
405436,1,1.300000,3.600000,0
405436,2,6.300000,1.600000,0
405436,3,12.100000,1.100000,1
405436,4,71.000000,28.000000,1
405436,5,76.000000,1096.000000,1
405436,6,232.000000,19115.000000,0
405436,7,2247.000000,885.000000,1
405436,8,762.000000,70.000000,0
405436,9,128.000000,46.000000,0
5334087,0,7.100000,2.900000,0
5334087,1,2.500000,4.300000,1
5334087,2,5.000000,4.300000,1
5334087,3,1.800000,1.500000,0
5334087,4,84.000000,59.000000,0
5334087,5,162.000000,83.000000,0
5334087,6,2464.000000,574.000000,1
5334087,7,186.000000,245.000000,1
5334087,8,1008.000000,1171.000000,1
5334087,9,26.000000,216.000000,1
324662,0,14.100000,1.600000,0
324662,1,4.300000,13.000000,1
324662,2,2.200000,16.100000,0
324662,3,8.800000,2.900000,0
324662,4,14.000000,26.000000,1
324662,5,330.000000,9.000000,0
324662,6,71.000000,5151.000000,0
324662,7,604.000000,2247.000000,0
324662,8,10095.000000,259.000000,0
324662,9,200.000000,2067.000000,0
8503736,0,5.200000,8.600000,1
8503736,1,1.500000,2.000000,0
8503736,2,3.000000,3.100000,1
8503736,3,1.300000,3.500000,0
8503736,4,34.000000,50.000000,1
8503736,5,119.000000,155.000000,1
8503736,6,53.000000,83.000000,1
8503736,7,132.000000,559.000000,1
8503736,8,538.000000,845.000000,1
8503736,9,179.000000,62.000000,0
8782143,0,2.400000,8.800000,0
8782143,1,3.200000,1.400000,0
8782143,2,1.300000,6.100000,1
8782143,3,3.400000,4.300000,0
8782143,4,29.000000,50.000000,1
8782143,5,108.000000,595.000000,1
8782143,6,1391.000000,46.000000,1
8782143,7,1001.000000,304.000000,1
8782143,8,377.000000,704.000000,1
8782143,9,153.000000,262.000000,1
9380723,0,1.400000,15.000000,0
9380723,1,15.000000,1.800000,1
9380723,2,3.300000,14.100000,0
9380723,3,1.300000,8.900000,1
9380723,4,14.000000,35.000000,1
9380723,5,9.000000,90.000000,0
9380723,6,7.000000,2.000000,1
9380723,7,20.000000,303.000000,0
9380723,8,1171.000000,70.000000,0
9380723,9,22.000000,84.000000,1
1621692,0,14.100000,4.600000,0
1621692,1,15.000000,3.900000,1
1621692,2,2.000000,16.700000,0
1621692,3,10.400000,1.200000,1
1621692,4,130.000000,35.000000,1
1621692,5,9.000000,188.000000,1
1621692,6,4561.000000,217.000000,0
1621692,7,258.000000,40.000000,0
1621692,8,8120.000000,380.000000,0
1621692,9,218.000000,2624.000000,1
9848541,0,6.600000,3.900000,1
9848541,1,6.900000,6.500000,1
9848541,2,4.800000,1.700000,0
9848541,3,1.100000,7.300000,1
9848541,4,73.000000,43.000000,0
9848541,5,816.000000,53.000000,0
9848541,6,983.000000,4500.000000,1
9848541,7,137.000000,121.000000,0
9848541,8,1131.000000,135.000000,0
9848541,9,254.000000,21.000000,0
2065836,0,18.300000,3.200000,0
2065836,1,2.100000,23.300000,0
2065836,2,1.400000,16.300000,1
2065836,3,11.900000,3.500000,1
2065836,4,117.000000,26.000000,1
2065836,5,266.000000,15.000000,0
2065836,6,2.000000,10.000000,1
2065836,7,32.000000,257.000000,1
2065836,8,533.000000,8112.000000,0
2065836,9,99.000000,2067.000000,0
8161776,0,4.900000,18.300000,1
8161776,1,12.100000,4.800000,1
8161776,2,14.700000,5.300000,0
8161776,3,1.900000,11.800000,0
8161776,4,57.000000,130.000000,1
8161776,5,23.000000,455.000000,1
8161776,6,16.000000,2.000000,0
8161776,7,481.000000,47.000000,0
8161776,8,647.000000,12445.000000,1
8161776,9,21.000000,552.000000,1
1496181,0,5.200000,3.900000,0
1496181,1,2.300000,3.300000,0
1496181,2,3.400000,1.600000,0
1496181,3,6.900000,6.400000,0
1496181,4,48.000000,36.000000,0
1496181,5,254.000000,112.000000,0
1496181,6,18.000000,47.000000,0
1496181,7,212.000000,537.000000,0
1496181,8,1970.000000,794.000000,0
1496181,9,222.000000,127.000000,0
4213543,0,1.600000,3.800000,1
4213543,1,7.300000,1.700000,1
4213543,2,1.800000,8.200000,1
4213543,3,1.400000,3.100000,0
4213543,4,80.000000,28.000000,1
4213543,5,58.000000,306.000000,0
4213543,6,257.000000,4.000000,1
4213543,7,1132.000000,242.000000,1
4213543,8,582.000000,223.000000,0
4213543,9,1576.000000,80.000000,1
3481430,0,2.900000,3.900000,0
3481430,1,2.700000,1.200000,0
3481430,2,1.600000,3.100000,0
3481430,3,2.600000,1.500000,0
3481430,4,44.000000,32.000000,0
3481430,5,187.000000,92.000000,0
3481430,6,161.000000,97.000000,0
3481430,7,1190.000000,254.000000,0
3481430,8,857.000000,455.000000,0
3481430,9,151.000000,49.000000,0
697997,0,8.900000,3.000000,1
697997,1,10.700000,1.800000,1
697997,2,1.600000,1.700000,1
697997,3,5.800000,1.200000,1
697997,4,45.000000,78.000000,1
697997,5,59.000000,83.000000,1
697997,6,5.000000,288.000000,1
697997,7,75.000000,1892.000000,1
697997,8,3431.000000,723.000000,1
697997,9,1105.000000,63.000000,0
5720213,0,4.400000,7.100000,1
5720213,1,7.500000,3.200000,1
5720213,2,2.200000,1.900000,0
5720213,3,5.400000,2.300000,1
5720213,4,67.000000,25.000000,0
5720213,5,78.000000,131.000000,1
5720213,6,14.000000,70.000000,1
5720213,7,124.000000,1020.000000,0
5720213,8,3331.000000,1440.000000,1
5720213,9,228.000000,56.000000,0
6676808,0,1.600000,2.100000,1
6676808,1,5.500000,1.100000,0
6676808,2,1.500000,5.200000,1
6676808,3,3.900000,1.400000,1
6676808,4,27.000000,23.000000,0
6676808,5,124.000000,2978.000000,1
6676808,6,34.000000,15.000000,1
6676808,7,97.000000,339.000000,1
6676808,8,10095.000000,771.000000,0
6676808,9,51.000000,251.000000,0
9851904,0,14.100000,2.400000,0
9851904,1,2.100000,21.600000,0
9851904,2,14.100000,3.300000,0
9851904,3,6.300000,8.900000,0
9851904,4,38.000000,108.000000,0
9851904,5,631.000000,2978.000000,0
9851904,6,2.000000,187.000000,1
9851904,7,685.000000,2247.000000,0
9851904,8,11520.000000,1186.000000,1
9851904,9,2090.000000,201.000000,1
5319733,0,3.500000,2.900000,0
5319733,1,4.100000,5.000000,0
5319733,2,4.400000,5.500000,0
5319733,3,1.900000,2.900000,1
5319733,4,30.000000,50.000000,1
5319733,5,903.000000,187.000000,1
5319733,6,482.000000,13.000000,0
5319733,7,90.000000,158.000000,0
5319733,8,1480.000000,193.000000,0
5319733,9,233.000000,214.000000,0
9990636,0,3.800000,13.900000,0
9990636,1,1.600000,21.600000,0
9990636,2,14.700000,9.200000,1
9990636,3,10.400000,3.300000,1
9990636,4,12.000000,80.000000,1
9990636,5,23.000000,145.000000,1
9990636,6,5151.000000,193.000000,1
9990636,7,281.000000,20.000000,0
9990636,8,8620.000000,207.000000,0
9990636,9,21.000000,81.000000,1
5761017,0,18.300000,5.200000,0
5761017,1,3.500000,17.900000,1
5761017,2,14.700000,4.600000,0
5761017,3,1.200000,10.400000,0
5761017,4,114.000000,36.000000,1
5761017,5,3123.000000,104.000000,0
5761017,6,151.000000,2.000000,0
5761017,7,52.000000,133.000000,0
5761017,8,770.000000,70.000000,1
5761017,9,314.000000,2183.000000,0
3423165,0,3.800000,3.000000,1
3423165,1,1.700000,1.800000,0
3423165,2,2.600000,5.200000,1
3423165,3,2.800000,2.000000,1
3423165,4,33.000000,33.000000,0
3423165,5,352.000000,404.000000,0
3423165,6,15.000000,610.000000,1
3423165,7,304.000000,885.000000,1
3423165,8,844.000000,157.000000,0
3423165,9,113.000000,211.000000,0
7383820,0,11.800000,3.200000,0
7383820,1,21.600000,9.400000,0
7383820,2,1.200000,16.700000,0
7383820,3,11.800000,2.100000,0
7383820,4,14.000000,52.000000,1
7383820,5,2634.000000,168.000000,1
7383820,6,19115.000000,1594.000000,1
7383820,7,186.000000,50.000000,0
7383820,8,1525.000000,70.000000,0
7383820,9,2067.000000,59.000000,1
5898987,0,3.000000,2.900000,0
5898987,1,3.600000,3.900000,1
5898987,2,3.100000,3.400000,0
5898987,3,3.100000,2.800000,0
5898987,4,36.000000,28.000000,0
5898987,5,139.000000,102.000000,0
5898987,6,278.000000,22.000000,0
5898987,7,241.000000,957.000000,0
5898987,8,962.000000,307.000000,1
5898987,9,632.000000,72.000000,1
5604279,0,2.600000,2.300000,0
5604279,1,10.700000,3.900000,0
5604279,2,9.200000,2.400000,1
5604279,3,1.400000,1.900000,1
5604279,4,36.000000,40.000000,1
5604279,5,890.000000,350.000000,1
5604279,6,18.000000,21.000000,1
5604279,7,559.000000,474.000000,1
5604279,8,326.000000,806.000000,1
5604279,9,319.000000,110.000000,0
8588127,0,2.100000,3.800000,1
8588127,1,1.600000,2.400000,1
8588127,2,6.800000,4.500000,0
8588127,3,1.900000,2.200000,0
8588127,4,27.000000,22.000000,0
8588127,5,510.000000,254.000000,1
8588127,6,509.000000,187.000000,1
8588127,7,365.000000,137.000000,0
8588127,8,10095.000000,1268.000000,1
