,ipaddress,assignment_id,experiment_id,visibility,hit_id,worker_id,NumAns,TimeStarted,AnswerChosen,AnswerOrder,end_time,status,QNum,survey_code,Score,TimeInArray_0,TimeOutArray_0,TimeInArray_1,TimeOutArray_1,TimeInArray_2,TimeOutArray_2,TimeInArray_3,TimeOutArray_3,TimeInArray_4,TimeOurArray_4,TimeInArray_5,TimeOutArray_5,TimeInArray_6,TimeOutArray_6,TimeInArray_7,TimeOutArray_7,survey_codes,TimeInArray8,TimeOutArray8,TimeOutArray4,TimeOutArray_4,RandQ,Guess,GuessAnswers,
,,11536,,,,,2,20190205193039,1,2,,,8,4626565,0,,,,,,,,,,,,,,,,,,,,,,1,2.4,0,
,,11537,,,,,,,,,,,,4626565,,1549395039665,,,,,,,,,,,,,,,,,,,,,,,,
,,11538,,,,,,,,,,,,4626565,,,1549395040111,,,,,,,,,,,,,,,,,,,,,,,
,,11539,,,,,2,20190205193039,1,1,,,8,4626565,0,,,,,,,,,,,,,,,,,,,,,,1,11.3,0,
,,11540,,,,,2,20190205193040,2,1,,,9,4626565,0,,,,,,,,,,,,,,,,,,,,,,9,1108,0,
,,11541,,,,,2,20190205193040,2,2,,,9,4626565,0,,,,,,,,,,,,,,,,,,,,,,9,558,0,
,,11542,,,,,,,,,,,,4626565,,,,1549395041278,,,,,,,,,,,,,,,,,,,,,,
,,11543,,,,,,,,,,,,4626565,,,,,1549395041478,,,,,,,,,,,,,,,,,,,,,
,,11544,,,,,2,20190205193042,1,2,,,10,4626565,0,,,,,,,,,,,,,,,,,,,,,,5,51,0,
,,11545,,,,,,,,,,,,4626565,,1549395042381,,,,,,,,,,,,,,,,,,,,,,,,
,,11546,,,,,,,,,,,,4626565,,,1549395042679,,,,,,,,,,,,,,,,,,,,,,,
,,11547,,,,,2,20190205193042,1,1,,,10,4626565,0,,,,,,,,,,,,,,,,,,,,,,5,66,0,
,,11548,,,,,,,,,20190205193043,submitted,,4626565,,,,,,,,,,,,,,,,,,,,,,,,,,
,24.208.131.223,11549,,random,,,,,,,,,,8901113,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11550,,random,,,,,,,,,,8901113,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11551,,,,,2,20190205193037,1,1,,,1,8901113,0,,,,,,,,,,,,,,,,,,,,,,2,1.2,0,
,,11552,,,,,,,,,,,,8901113,,1549395040282,,,,,,,,,,,,,,,,,,,,,,,,
,,11553,,,,,,,,,,,,8901113,,1549395040981,,,,,,,,,,,,,,,,,,,,,,,,
,,11554,,,,,,,,,,,,8901113,,,1549395040498,,,,,,,,,,,,,,,,,,,,,,,
,,11555,,,,,,,,,,,,8901113,,,1549395041981,,,,,,,,,,,,,,,,,,,,,,,
,,11556,,,,,2,20190205193037,1,2,,,1,8901113,0,,,,,,,,,,,,,,,,,,,,,,2,5.7,0,
,,11557,,,,,,,,,,,,8901113,,,,1549395042114,,,,,,,,,,,,,,,,,,,,,,
,,11558,,,,,,,,,,,,8901113,,,,,1549395042181,,,,,,,,,,,,,,,,,,,,,
,,11559,,,,,2,20190205193041,1,2,,,2,8901113,0,,,,,,,,,,,,,,,,,,,,,,3,4,0,
,,11560,,,,,,,,,,,,8901113,,1549395044198,,,,,,,,,,,,,,,,,,,,,,,,
,,11561,,,,,,,,,,,,8901113,,1549395044697,,,,,,,,,,,,,,,,,,,,,,,,
,,11562,,,,,,,,,,,,8901113,,,1549395044382,,,,,,,,,,,,,,,,,,,,,,,
,,11563,,,,,,,,,,,,8901113,,,1549395045181,,,,,,,,,,,,,,,,,,,,,,,
,,11564,,,,,2,20190205193041,1,1,,,2,8901113,0,,,,,,,,,,,,,,,,,,,,,,3,5.4,0,
,,11565,,,,,2,20190205193044,2,1,,,3,8901113,0,,,,,,,,,,,,,,,,,,,,,,4,2.7,0,
,,11566,,,,,2,20190205193044,2,2,,,3,8901113,0,,,,,,,,,,,,,,,,,,,,,,4,2.2,0,
,,11567,,,,,,,,,,,,8901113,,,,1549395046705,,,,,,,,,,,,,,,,,,,,,,
,,11568,,,,,,,,,,,,8901113,,,,,1549395047165,,,,,,,,,,,,,,,,,,,,,
,,11569,,,,,2,20190205193045,2,2,,,4,8901113,0,,,,,,,,,,,,,,,,,,,,,,1,2.9,0,
,,11570,,,,,,,,,,,,8901113,,1549395048198,,,,,,,,,,,,,,,,,,,,,,,,
,,11571,,,,,,,,,,,,8901113,,1549395048914,,,,,,,,,,,,,,,,,,,,,,,,
,,11572,,,,,,,,,,,,8901113,,1549395049115,,,,,,,,,,,,,,,,,,,,,,,,
,,11573,,,,,,,,,,,,8901113,,1549395049682,,,,,,,,,,,,,,,,,,,,,,,,
,,11574,,,,,,,,,,,,8901113,,,1549395048265,,,,,,,,,,,,,,,,,,,,,,,
,,11575,,,,,,,,,,,,8901113,,,1549395048948,,,,,,,,,,,,,,,,,,,,,,,
,,11576,,,,,,,,,,,,8901113,,,1549395049131,,,,,,,,,,,,,,,,,,,,,,,
,,11577,,,,,,,,,,,,8901113,,,1549395049715,,,,,,,,,,,,,,,,,,,,,,,
,,11578,,,,,2,20190205193045,2,1,,,4,8901113,0,,,,,,,,,,,,,,,,,,,,,,1,1.5,0,
,,11579,,,,,,,,,,,,8901113,,,,1549395048515,,,,,,,,,,,,,,,,,,,,,,
,,11580,,,,,,,,,,,,8901113,,,,1549395048758,,,,,,,,,,,,,,,,,,,,,,
,,11581,,,,,,,,,,,,8901113,,,,1549395049181,,,,,,,,,,,,,,,,,,,,,,
,,11582,,,,,,,,,,,,8901113,,,,,1549395048619,,,,,,,,,,,,,,,,,,,,,
,,11583,,,,,,,,,,,,8901113,,,,,1549395048848,,,,,,,,,,,,,,,,,,,,,
,,11584,,,,,,,,,,,,8901113,,,,,1549395049581,,,,,,,,,,,,,,,,,,,,,
,,11585,,,,,2,20190205193048,1,1,,,5,8901113,0,,,,,,,,,,,,,,,,,,,,,,7,480,0,
,,11586,,,,,,,,,,,,8901113,,1549395051881,,,,,,,,,,,,,,,,,,,,,,,,
,,11587,,,,,,,,,,,,8901113,,,1549395052231,,,,,,,,,,,,,,,,,,,,,,,
,,11588,,,,,2,20190205193048,1,2,,,5,8901113,0,,,,,,,,,,,,,,,,,,,,,,7,275,0,
,,11589,,,,,,,,,,,,8901113,,,,1549395051049,,,,,,,,,,,,,,,,,,,,,,
,,11590,,,,,,,,,,,,8901113,,,,1549395052331,,,,,,,,,,,,,,,,,,,,,,
,,11591,,,,,,,,,,,,8901113,,,,,1549395051181,,,,,,,,,,,,,,,,,,,,,
,,11592,,,,,,,,,,,,8901113,,,,,1549395052365,,,,,,,,,,,,,,,,,,,,,
,,11593,,,,,2,20190205193051,1,2,,,6,8901113,0,,,,,,,,,,,,,,,,,,,,,,5,45,0,
,,11594,,,,,,,,,,,,8901113,,1549395053798,,,,,,,,,,,,,,,,,,,,,,,,
,,11595,,,,,,,,,,,,8901113,,1549395054265,,,,,,,,,,,,,,,,,,,,,,,,
,,11596,,,,,,,,,,,,8901113,,,1549395053832,,,,,,,,,,,,,,,,,,,,,,,
,,11597,,,,,,,,,,,,8901113,,,1549395054848,,,,,,,,,,,,,,,,,,,,,,,
,,11598,,,,,2,20190205193051,1,1,,,6,8901113,0,,,,,,,,,,,,,,,,,,,,,,5,25,0,
,,11599,,,,,,,,,,,,8901113,,,,1549395053965,,,,,,,,,,,,,,,,,,,,,,
,,11600,,,,,,,,,,,,8901113,,,,,1549395054165,,,,,,,,,,,,,,,,,,,,,
,,11601,,,,,2,20190205193054,1,1,,,7,8901113,0,,,,,,,,,,,,,,,,,,,,,,10,276,0,
,,11602,,,,,,,,,,,,8901113,,1549395057049,,,,,,,,,,,,,,,,,,,,,,,,
,,11603,,,,,,,,,,,,8901113,,1549395058132,,,,,,,,,,,,,,,,,,,,,,,,
,,11604,,,,,,,,,,,,8901113,,,1549395057214,,,,,,,,,,,,,,,,,,,,,,,
,,11605,,,,,,,,,,,,8901113,,,1549395058481,,,,,,,,,,,,,,,,,,,,,,,
,,11606,,,,,2,20190205193054,1,2,,,7,8901113,0,,,,,,,,,,,,,,,,,,,,,,10,171,0,
,,11607,,,,,,,,,,,,8901113,,,,1549395057898,,,,,,,,,,,,,,,,,,,,,,
,,11608,,,,,,,,,,,,8901113,,,,1549395058599,,,,,,,,,,,,,,,,,,,,,,
,,11609,,,,,,,,,,,,8901113,,,,,1549395058065,,,,,,,,,,,,,,,,,,,,,
,,11610,,,,,,,,,,,,8901113,,,,,1549395058631,,,,,,,,,,,,,,,,,,,,,
,,11611,,,,,2,20190205193057,1,1,,,8,8901113,0,,,,,,,,,,,,,,,,,,,,,,8,548,0,
,,11612,,,,,,,,,,,,8901113,,1549395061981,,,,,,,,,,,,,,,,,,,,,,,,
,,11613,,,,,,,,,,,,8901113,,1549395062181,,,,,,,,,,,,,,,,,,,,,,,,
,,11614,,,,,,,,,,,,8901113,,,1549395062048,,,,,,,,,,,,,,,,,,,,,,,
,,11615,,,,,,,,,,,,8901113,,,1549395062581,,,,,,,,,,,,,,,,,,,,,,,
,,11616,,,,,2,20190205193057,1,2,,,8,8901113,0,,,,,,,,,,,,,,,,,,,,,,8,147,0,
,,11617,,,,,,,,,,,,8901113,,,,1549395061765,,,,,,,,,,,,,,,,,,,,,,
,,11618,,,,,,,,,,,,8901113,,,,1549395062648,,,,,,,,,,,,,,,,,,,,,,
,,11619,,,,,,,,,,,,8901113,,,,,1549395061832,,,,,,,,,,,,,,,,,,,,,
,,11620,,,,,,,,,,,,8901113,,,,,1549395062682,,,,,,,,,,,,,,,,,,,,,
,,11621,,,,,2,20190205193101,2,1,,,9,8901113,0,,,,,,,,,,,,,,,,,,,,,,9,868,0,
,,11622,,,,,2,20190205193101,2,2,,,9,8901113,0,,,,,,,,,,,,,,,,,,,,,,9,515,0,
,,11623,,,,,,,,,,,,8901113,,,,1549395064149,,,,,,,,,,,,,,,,,,,,,,
,,11624,,,,,,,,,,,,8901113,,,,1549395064365,,,,,,,,,,,,,,,,,,,,,,
,,11625,,,,,,,,,,,,8901113,,,,,1549395064198,,,,,,,,,,,,,,,,,,,,,
,,11626,,,,,,,,,,,,8901113,,,,,1549395064948,,,,,,,,,,,,,,,,,,,,,
,,11627,,,,,2,20190205193103,2,1,,,10,8901113,0,,,,,,,,,,,,,,,,,,,,,,6,142,0,
,,11628,,,,,2,20190205193103,2,2,,,10,8901113,0,,,,,,,,,,,,,,,,,,,,,,6,106,0,
,,11629,,,,,,,,,,,,8901113,,,,1549395066166,,,,,,,,,,,,,,,,,,,,,,
,,11630,,,,,,,,,,,,8901113,,,,1549395066415,,,,,,,,,,,,,,,,,,,,,,
,,11631,,,,,,,,,,,,8901113,,,,1549395066781,,,,,,,,,,,,,,,,,,,,,,
,,11632,,,,,,,,,,,,8901113,,,,,1549395066181,,,,,,,,,,,,,,,,,,,,,
,,11633,,,,,,,,,,,,8901113,,,,,1549395066465,,,,,,,,,,,,,,,,,,,,,
,,11634,,,,,,,,,,,,8901113,,,,,1549395066924,,,,,,,,,,,,,,,,,,,,,
,,11635,,,,,,,,,20190205193105,submitted,,8901113,,,,,,,,,,,,,,,,,,,,,,,,,,
,66.142.195.201,11636,,random,,,,,,,,,,6653814,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11637,,random,,,,,,,,,,6653814,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11638,,,,,2,20190205193019,1,2,,,1,6653814,0,,,,,,,,,,,,,,,,,,,,,,9,952,0,
,,11639,,,,,,,,,,,,6653814,,1549395020538,,,,,,,,,,,,,,,,,,,,,,,,
,,11640,,,,,,,,,,,,6653814,,1549395023537,,,,,,,,,,,,,,,,,,,,,,,,
,,11641,,,,,,,,,,,,6653814,,1549395024088,,,,,,,,,,,,,,,,,,,,,,,,
,,11642,,,,,,,,,,,,6653814,,,1549395020622,,,,,,,,,,,,,,,,,,,,,,,
,,11643,,,,,,,,,,,,6653814,,,1549395023804,,,,,,,,,,,,,,,,,,,,,,,
,,11644,,,,,,,,,,,,6653814,,,1549395025439,,,,,,,,,,,,,,,,,,,,,,,
,,11645,,,,,2,20190205193019,1,1,,,1,6653814,0,,,,,,,,,,,,,,,,,,,,,,9,1010,0,
,,11646,,,,,2,20190205193026,1,2,,,2,6653814,0,,,,,,,,,,,,,,,,,,,,,,1,6.2,0,
,,11647,,,,,,,,,,,,6653814,,1549395032655,,,,,,,,,,,,,,,,,,,,,,,,
,,11648,,,,,,,,,,,,6653814,,,1549395034305,,,,,,,,,,,,,,,,,,,,,,,
,,11649,,,,,2,20190205193026,1,1,,,2,6653814,0,,,,,,,,,,,,,,,,,,,,,,1,3.1,0,
,,11650,,,,,2,20190205193035,1,1,,,3,6653814,0,,,,,,,,,,,,,,,,,,,,,,7,110,0,
,,11651,,,,,,,,,,,,6653814,,1549395037388,,,,,,,,,,,,,,,,,,,,,,,,
,,11652,,,,,,,,,,,,6653814,,,1549395037973,,,,,,,,,,,,,,,,,,,,,,,
,,11653,,,,,2,20190205193035,1,2,,,3,6653814,0,,,,,,,,,,,,,,,,,,,,,,7,77,0,
,,11654,,,,,,,,,,,,6653814,,,,1549395036606,,,,,,,,,,,,,,,,,,,,,,
,,11655,,,,,,,,,,,,6653814,,,,1549395038088,,,,,,,,,,,,,,,,,,,,,,
,,11656,,,,,,,,,,,,6653814,,,,,1549395037205,,,,,,,,,,,,,,,,,,,,,
,,11657,,,,,,,,,,,,6653814,,,,,1549395038138,,,,,,,,,,,,,,,,,,,,,
,,11658,,,,,2,20190205193038,1,2,,,4,6653814,0,,,,,,,,,,,,,,,,,,,,,,6,103,0,
,,11659,,,,,,,,,,,,6653814,,1549395040155,,,,,,,,,,,,,,,,,,,,,,,,
,,11660,,,,,,,,,,,,6653814,,,1549395042256,,,,,,,,,,,,,,,,,,,,,,,
,,11661,,,,,2,20190205193038,1,1,,,4,6653814,0,,,,,,,,,,,,,,,,,,,,,,6,922,0,
,,11662,,,,,2,20190205193043,1,1,,,5,6653814,0,,,,,,,,,,,,,,,,,,,,,,2,2.2,0,
,,11663,,,,,,,,,,,,6653814,,1549395046269,,,,,,,,,,,,,,,,,,,,,,,,
,,11664,,,,,,,,,,,,6653814,,,1549395046889,,,,,,,,,,,,,,,,,,,,,,,
,,11665,,,,,2,20190205193043,1,2,,,5,6653814,0,,,,,,,,,,,,,,,,,,,,,,2,1.9,0,
,,11666,,,,,,,,,,,,6653814,,,,1549395044171,,,,,,,,,,,,,,,,,,,,,,
,,11667,,,,,,,,,,,,6653814,,,,1549395046972,,,,,,,,,,,,,,,,,,,,,,
,,11668,,,,,,,,,,,,6653814,,,,,1549395044240,,,,,,,,,,,,,,,,,,,,,
,,11669,,,,,,,,,,,,6653814,,,,,1549395046988,,,,,,,,,,,,,,,,,,,,,
