,ipaddress,assignment_id,experiment_id,visibility,hit_id,worker_id,NumAns,TimeStarted,AnswerChosen,AnswerOrder,end_time,status,QNum,survey_code,Score,TimeInArray_0,TimeOutArray_0,TimeInArray_1,TimeOutArray_1,TimeInArray_2,TimeOutArray_2,TimeInArray_3,TimeOutArray_3,TimeInArray_4,TimeOurArray_4,TimeInArray_5,TimeOutArray_5,TimeInArray_6,TimeOutArray_6,TimeInArray_7,TimeOutArray_7,survey_codes,TimeInArray8,TimeOutArray8,TimeOutArray4,TimeOutArray_4,RandQ,Guess,
,NULL,1749,NULL,popularity_randomized,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1773980,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
,NULL,1750,NULL,NULL,NULL,NULL,8,20180929051712,NULL,NULL,NULL,NULL,1,1773980,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,800,
,NULL,1751,NULL,NULL,NULL,NULL,8,20180929051725,NULL,NULL,NULL,NULL,2,1773980,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,750,
,NULL,1752,NULL,NULL,NULL,NULL,2,20180929051736,NULL,NULL,NULL,NULL,3,1773980,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,3.1,
,NULL,1753,NULL,NULL,NULL,NULL,8,20180929051758,NULL,NULL,NULL,NULL,4,1773980,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,2.1,
,NULL,1754,NULL,NULL,NULL,NULL,8,20180929051812,NULL,NULL,NULL,NULL,5,1773980,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,60,
,NULL,1755,NULL,NULL,NULL,NULL,8,20180929051828,NULL,NULL,NULL,NULL,6,1773980,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,200,
,NULL,1756,NULL,NULL,NULL,NULL,2,20180929051834,NULL,NULL,NULL,NULL,7,1773980,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3.1,
,NULL,1757,NULL,NULL,NULL,NULL,2,20180929051844,NULL,NULL,NULL,NULL,8,1773980,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,3,
,NULL,1758,NULL,NULL,NULL,NULL,2,20180929051851,NULL,NULL,NULL,NULL,9,1773980,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,150,
,NULL,1759,NULL,NULL,NULL,NULL,2,20180929051900,NULL,NULL,NULL,NULL,10,1773980,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,200,
,NULL,1760,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20180929051907,submitted,NULL,1773980,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
,131.191.84.22,1761,NULL,popularity_randomized,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7706611,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
,NULL,1762,NULL,popularity_randomized,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7706611,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
,NULL,1763,NULL,NULL,NULL,NULL,8,20180929051631,NULL,NULL,NULL,NULL,1,7706611,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,150,
,NULL,1764,NULL,NULL,NULL,NULL,8,20180929051654,NULL,NULL,NULL,NULL,2,7706611,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,500,
,NULL,1765,NULL,NULL,NULL,NULL,2,20180929051708,NULL,NULL,NULL,NULL,3,7706611,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,1.5,
,NULL,1766,NULL,NULL,NULL,NULL,2,20180929051722,NULL,NULL,NULL,NULL,4,7706611,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,800,
,NULL,1767,NULL,NULL,NULL,NULL,2,20180929051730,NULL,NULL,NULL,NULL,5,7706611,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,
,NULL,1768,NULL,NULL,NULL,NULL,8,20180929051746,NULL,NULL,NULL,NULL,6,7706611,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,3,
,NULL,1769,NULL,NULL,NULL,NULL,8,20180929051757,NULL,NULL,NULL,NULL,7,7706611,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,125,
,NULL,1770,NULL,NULL,NULL,NULL,8,20180929051807,NULL,NULL,NULL,NULL,8,7706611,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,55,
,NULL,1771,NULL,NULL,NULL,NULL,2,20180929051845,NULL,NULL,NULL,NULL,9,7706611,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,80,
,NULL,1772,NULL,NULL,NULL,NULL,2,20180929051859,NULL,NULL,NULL,NULL,10,7706611,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3,
,NULL,1773,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20180929051909,submitted,NULL,7706611,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
,117.221.138.236,1774,NULL,popularity_randomized,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2093079,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
,NULL,1775,NULL,popularity_randomized,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2093079,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
,NULL,1776,NULL,NULL,NULL,NULL,2,20180929051654,NULL,NULL,NULL,NULL,1,2093079,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,5,
,NULL,1777,NULL,NULL,NULL,NULL,8,20180929051733,NULL,NULL,NULL,NULL,2,2093079,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,100000000,
,NULL,1778,NULL,NULL,NULL,NULL,2,20180929051753,NULL,NULL,NULL,NULL,3,2093079,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,
,NULL,1779,NULL,NULL,NULL,NULL,8,20180929051802,NULL,NULL,NULL,NULL,4,2093079,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,500,
,NULL,1780,NULL,NULL,NULL,NULL,8,20180929051810,NULL,NULL,NULL,NULL,5,2093079,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,25000,
,NULL,1781,NULL,NULL,NULL,NULL,2,20180929051819,NULL,NULL,NULL,NULL,6,2093079,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,20000,
,NULL,1782,NULL,NULL,NULL,NULL,8,20180929051829,NULL,NULL,NULL,NULL,7,2093079,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,
,NULL,1783,NULL,NULL,NULL,NULL,2,20180929051835,NULL,NULL,NULL,NULL,8,2093079,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,30000,
,NULL,1784,NULL,NULL,NULL,NULL,2,20180929051847,NULL,NULL,NULL,NULL,9,2093079,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,2,
,NULL,1785,NULL,NULL,NULL,NULL,2,20180929051852,NULL,NULL,NULL,NULL,10,2093079,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,25,
,NULL,1786,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20180929051913,submitted,NULL,2093079,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
,74.194.122.201,1787,NULL,popularity_randomized,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1459295,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
,NULL,1788,NULL,popularity_randomized,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1459295,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
,NULL,1789,NULL,NULL,NULL,NULL,8,20180929051635,NULL,NULL,NULL,NULL,1,1459295,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,4,
,NULL,1790,NULL,NULL,NULL,NULL,8,20180929051654,NULL,NULL,NULL,NULL,2,1459295,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,42,
,NULL,1791,NULL,NULL,NULL,NULL,2,20180929051703,NULL,NULL,NULL,NULL,3,1459295,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,1,
,NULL,1792,NULL,NULL,NULL,NULL,2,20180929051713,NULL,NULL,NULL,NULL,4,1459295,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,353,
,NULL,1793,NULL,NULL,NULL,NULL,2,20180929051724,NULL,NULL,NULL,NULL,5,1459295,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,164,
,NULL,1794,NULL,NULL,NULL,NULL,8,20180929051733,NULL,NULL,NULL,NULL,6,1459295,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,37,
,NULL,1795,NULL,NULL,NULL,NULL,2,20180929051849,NULL,NULL,NULL,NULL,7,1459295,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,154,
,NULL,1796,NULL,NULL,NULL,NULL,2,20180929051857,NULL,NULL,NULL,NULL,8,1459295,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,3,
