ipaddress,assignment_id,experiment_id,visibility,hit_id,worker_id,NumAns,TimeStarted,AnswerChosen,AnswerOrder,end_time,status,QNum,survey_code,Score,TimeInArray_0,TimeOutArray_0,TimeInArray_1,TimeOutArray_1,TimeInArray_2,TimeOutArray_2,TimeInArray_3,TimeOutArray_3,TimeInArray_4,TimeOurArray_4,TimeInArray_5,TimeOutArray_5,TimeInArray_6,TimeOutArray_6,TimeInArray_7,TimeOutArray_7,survey_codes,TimeInArray8,TimeOutArray8,TimeOutArray4,TimeOutArray_4,RandQ,Guess,GuessAnswers,
,68221,,,,,,,,,,,,8085504,,,,1550199004797,,,,,,,,,,,,,,,,,,,,,,
,68222,,,,,,,,,,,,8085504,,,,,1550198951649,,,,,,,,,,,,,,,,,,,,,
,68223,,,,,,,,,,,,8085504,,,,,1550198952881,,,,,,,,,,,,,,,,,,,,,
,68224,,,,,,,,,,,,8085504,,,,,1550198955682,,,,,,,,,,,,,,,,,,,,,
,68225,,,,,,,,,,,,8085504,,,,,1550198965914,,,,,,,,,,,,,,,,,,,,,
,68226,,,,,,,,,,,,8085504,,,,,1550198968297,,,,,,,,,,,,,,,,,,,,,
,68227,,,,,,,,,,,,8085504,,,,,1550198971102,,,,,,,,,,,,,,,,,,,,,
,68228,,,,,,,,,,,,8085504,,,,,1550199003847,,,,,,,,,,,,,,,,,,,,,
,68229,,,,,,,,,,,,8085504,,,,,1550199004814,,,,,,,,,,,,,,,,,,,,,
,68230,,,,,2,20190215025004,1,1,,,2,8085504,0,,,,,,,,,,,,,,,,,,,,,,5,47,0,
,68231,,,,,,,,,,,,8085504,,1550199008713,,,,,,,,,,,,,,,,,,,,,,,,
,68232,,,,,,,,,,,,8085504,,1550199009763,,,,,,,,,,,,,,,,,,,,,,,,
,68233,,,,,,,,,,,,8085504,,1550199081446,,,,,,,,,,,,,,,,,,,,,,,,
,68234,,,,,,,,,,,,8085504,,1550199082293,,,,,,,,,,,,,,,,,,,,,,,,
,68235,,,,,,,,,,,,8085504,,,1550199008729,,,,,,,,,,,,,,,,,,,,,,,
,68236,,,,,,,,,,,,8085504,,,1550199010830,,,,,,,,,,,,,,,,,,,,,,,
,68237,,,,,,,,,,,,8085504,,,1550199081479,,,,,,,,,,,,,,,,,,,,,,,
,68238,,,,,,,,,,,,8085504,,,1550199082728,,,,,,,,,,,,,,,,,,,,,,,
,68239,,,,,2,20190215025004,1,2,,,2,8085504,0,,,,,,,,,,,,,,,,,,,,,,5,74,0,
,68240,,,,,,,,,,,,8085504,,,,1550199081744,,,,,,,,,,,,,,,,,,,,,,
,68241,,,,,,,,,,,,8085504,,,,1550199082010,,,,,,,,,,,,,,,,,,,,,,
,68242,,,,,,,,,,,,8085504,,,,,1550199081777,,,,,,,,,,,,,,,,,,,,,
,68243,,,,,,,,,,,,8085504,,,,,1550199082077,,,,,,,,,,,,,,,,,,,,,
,68244,,,,,2,20190215025122,1,2,,,3,8085504,0,,,,,,,,,,,,,,,,,,,,,,2,3.8,0,
,68245,,,,,,,,,,,,8085504,,1550199087459,,,,,,,,,,,,,,,,,,,,,,,,
,68246,,,,,,,,,,,,8085504,,,1550199088028,,,,,,,,,,,,,,,,,,,,,,,
,68247,,,,,2,20190215025122,1,1,,,3,8085504,0,,,,,,,,,,,,,,,,,,,,,,2,2.7,0,
,68248,,,,,,,,,,,,8085504,,,,1550199086710,,,,,,,,,,,,,,,,,,,,,,
,68249,,,,,,,,,,,,8085504,,,,,1550199086759,,,,,,,,,,,,,,,,,,,,,
,68250,,,,,2,20190215025126,2,1,,,4,8085504,0,,,,,,,,,,,,,,,,,,,,,,1,9.5,0,
,68251,,,,,,,,,,,,8085504,,1550199091759,,,,,,,,,,,,,,,,,,,,,,,,
,68252,,,,,,,,,,,,8085504,,1550199093093,,,,,,,,,,,,,,,,,,,,,,,,
,68253,,,,,,,,,,,,8085504,,,1550199091809,,,,,,,,,,,,,,,,,,,,,,,
,68254,,,,,,,,,,,,8085504,,,1550199094976,,,,,,,,,,,,,,,,,,,,,,,
,68255,,,,,2,20190215025126,2,2,,,4,8085504,0,,,,,,,,,,,,,,,,,,,,,,1,2.3,0,
,68256,,,,,,,,,,,,8085504,,,,1550199092176,,,,,,,,,,,,,,,,,,,,,,
,68257,,,,,,,,,,,,8085504,,,,1550199095026,,,,,,,,,,,,,,,,,,,,,,
,68258,,,,,,,,,,,,8085504,,,,1550199103243,,,,,,,,,,,,,,,,,,,,,,
,68259,,,,,,,,,,,,8085504,,,,1550199104159,,,,,,,,,,,,,,,,,,,,,,
,68260,,,,,,,,,,,,8085504,,,,,1550199092844,,,,,,,,,,,,,,,,,,,,,
,68261,,,,,,,,,,,,8085504,,,,,1550199095044,,,,,,,,,,,,,,,,,,,,,
,68262,,,,,,,,,,,,8085504,,,,,1550199103259,,,,,,,,,,,,,,,,,,,,,
,68263,,,,,,,,,,,,8085504,,,,,1550199105359,,,,,,,,,,,,,,,,,,,,,
,68264,,,,,2,20190215025144,1,1,,,5,8085504,0,,,,,,,,,,,,,,,,,,,,,,8,201,0,
,68265,,,,,,,,,,,,8085504,,1550199108027,,,,,,,,,,,,,,,,,,,,,,,,
,68266,,,,,,,,,,,,8085504,,1550199108518,,,,,,,,,,,,,,,,,,,,,,,,
,68267,,,,,,,,,,,,8085504,,1550199110826,,,,,,,,,,,,,,,,,,,,,,,,
,68268,,,,,,,,,,,,8085504,,,1550199108043,,,,,,,,,,,,,,,,,,,,,,,
,68269,,,,,,,,,,,,8085504,,,1550199110075,,,,,,,,,,,,,,,,,,,,,,,
,68270,,,,,,,,,,,,8085504,,,1550199111494,,,,,,,,,,,,,,,,,,,,,,,
,68271,,,,,2,20190215025144,1,2,,,5,8085504,0,,,,,,,,,,,,,,,,,,,,,,8,185,0,
,68272,,,,,,,,,,,,8085504,,,,1550199110458,,,,,,,,,,,,,,,,,,,,,,
,68273,,,,,,,,,,,,8085504,,,,1550199111542,,,,,,,,,,,,,,,,,,,,,,
,68274,,,,,,,,,,,,8085504,,,,,1550199110776,,,,,,,,,,,,,,,,,,,,,
,68275,,,,,,,,,,,,8085504,,,,,1550199111575,,,,,,,,,,,,,,,,,,,,,
,68276,,,,,2,20190215025150,1,1,,,6,8085504,0,,,,,,,,,,,,,,,,,,,,,,6,243,0,
,68277,,,,,,,,,,,,8085504,,1550199116308,,,,,,,,,,,,,,,,,,,,,,,,
,68278,,,,,,,,,,,,8085504,,1550199116726,,,,,,,,,,,,,,,,,,,,,,,,
,68279,,,,,,,,,,,,8085504,,1550199116926,,,,,,,,,,,,,,,,,,,,,,,,
,68280,,,,,,,,,,,,8085504,,1550199117275,,,,,,,,,,,,,,,,,,,,,,,,
,68281,,,,,,,,,,,,8085504,,,1550199116342,,,,,,,,,,,,,,,,,,,,,,,
,68282,,,,,,,,,,,,8085504,,,1550199116909,,,,,,,,,,,,,,,,,,,,,,,
,68283,,,,,,,,,,,,8085504,,,1550199117009,,,,,,,,,,,,,,,,,,,,,,,
,68284,,,,,,,,,,,,8085504,,,1550199118342,,,,,,,,,,,,,,,,,,,,,,,
,68285,,,,,2,20190215025150,1,2,,,6,8085504,0,,,,,,,,,,,,,,,,,,,,,,6,858,0,
,68286,,,,,,,,,,,,8085504,,,,1550199114027,,,,,,,,,,,,,,,,,,,,,,
,68287,,,,,,,,,,,,8085504,,,,1550199118375,,,,,,,,,,,,,,,,,,,,,,
,68288,,,,,,,,,,,,8085504,,,,,1550199115125,,,,,,,,,,,,,,,,,,,,,
,68289,,,,,,,,,,,,8085504,,,,,1550199118392,,,,,,,,,,,,,,,,,,,,,
,68290,,,,,2,20190215025157,2,1,,,7,8085504,0,,,,,,,,,,,,,,,,,,,,,,4,3.1,0,
,68291,,,,,,,,,,,,8085504,,1550199122475,,,,,,,,,,,,,,,,,,,,,,,,
,68292,,,,,,,,,,,,8085504,,,1550199123325,,,,,,,,,,,,,,,,,,,,,,,
,68293,,,,,2,20190215025157,2,2,,,7,8085504,0,,,,,,,,,,,,,,,,,,,,,,4,3.9,0,
,68294,,,,,,,,,,,,8085504,,,,1550199121659,,,,,,,,,,,,,,,,,,,,,,
,68295,,,,,,,,,,,,8085504,,,,1550199123358,,,,,,,,,,,,,,,,,,,,,,
,68296,,,,,,,,,,,,8085504,,,,1550199123927,,,,,,,,,,,,,,,,,,,,,,
,68297,,,,,,,,,,,,8085504,,,,,1550199122126,,,,,,,,,,,,,,,,,,,,,
,68298,,,,,,,,,,,,8085504,,,,,1550199123912,,,,,,,,,,,,,,,,,,,,,
,68299,,,,,,,,,,,,8085504,,,,,1550199124242,,,,,,,,,,,,,,,,,,,,,
,68300,,,,,2,20190215025204,2,1,,,8,8085504,0,,,,,,,,,,,,,,,,,,,,,,9,647,0,
,68301,,,,,,,,,,,,8085504,,1550199128542,,,,,,,,,,,,,,,,,,,,,,,,
,68302,,,,,,,,,,,,8085504,,1550199130458,,,,,,,,,,,,,,,,,,,,,,,,
,68303,,,,,,,,,,,,8085504,,,1550199128808,,,,,,,,,,,,,,,,,,,,,,,
,68304,,,,,,,,,,,,8085504,,,1550199130525,,,,,,,,,,,,,,,,,,,,,,,
,68305,,,,,2,20190215025204,2,2,,,8,8085504,0,,,,,,,,,,,,,,,,,,,,,,9,777,0,
,68306,,,,,,,,,,,,8085504,,,,1550199128141,,,,,,,,,,,,,,,,,,,,,,
,68307,,,,,,,,,,,,8085504,,,,1550199130625,,,,,,,,,,,,,,,,,,,,,,
,68308,,,,,,,,,,,,8085504,,,,1550199131024,,,,,,,,,,,,,,,,,,,,,,
,68309,,,,,,,,,,,,8085504,,,,,1550199128174,,,,,,,,,,,,,,,,,,,,,
,68310,,,,,,,,,,,,8085504,,,,,1550199130723,,,,,,,,,,,,,,,,,,,,,
,68311,,,,,,,,,,,,8085504,,,,,1550199131744,,,,,,,,,,,,,,,,,,,,,
,68312,,,,,2,20190215025210,1,2,,,9,8085504,0,,,,,,,,,,,,,,,,,,,,,,3,4.2,0,
,68313,,,,,,,,,,,,8085504,,1550199134158,,,,,,,,,,,,,,,,,,,,,,,,
,68314,,,,,,,,,,,,8085504,,1550199143409,,,,,,,,,,,,,,,,,,,,,,,,
,68315,,,,,,,,,,,,8085504,,1550199146110,,,,,,,,,,,,,,,,,,,,,,,,
,68316,,,,,,,,,,,,8085504,,,1550199134242,,,,,,,,,,,,,,,,,,,,,,,
,68317,,,,,,,,,,,,8085504,,,1550199143426,,,,,,,,,,,,,,,,,,,,,,,
,68318,,,,,,,,,,,,8085504,,,1550199147741,,,,,,,,,,,,,,,,,,,,,,,
,68319,,,,,2,20190215025210,1,1,,,9,8085504,0,,,,,,,,,,,,,,,,,,,,,,3,13.1,0,
,68320,,,,,,,,,,,,8085504,,,,1550199134354,,,,,,,,,,,,,,,,,,,,,,
,68321,,,,,,,,,,,,8085504,,,,1550199134775,,,,,,,,,,,,,,,,,,,,,,
,68322,,,,,,,,,,,,8085504,,,,1550199136342,,,,,,,,,,,,,,,,,,,,,,
,68323,,,,,,,,,,,,8085504,,,,1550199143370,,,,,,,,,,,,,,,,,,,,,,
,68324,,,,,,,,,,,,8085504,,,,,1550199134394,,,,,,,,,,,,,,,,,,,,,
,68325,,,,,,,,,,,,8085504,,,,,1550199134808,,,,,,,,,,,,,,,,,,,,,
,68326,,,,,,,,,,,,8085504,,,,,1550199136358,,,,,,,,,,,,,,,,,,,,,
,68327,,,,,,,,,,,,8085504,,,,,1550199143390,,,,,,,,,,,,,,,,,,,,,
,68328,,,,,2,20190215025226,2,2,,,10,8085504,0,,,,,,,,,,,,,,,,,,,,,,10,91,0,
,68329,,,,,,,,,,,,8085504,,1550199154341,,,,,,,,,,,,,,,,,,,,,,,,
,68330,,,,,,,,,,,,8085504,,1550199157390,,,,,,,,,,,,,,,,,,,,,,,,
,68331,,,,,,,,,,,,8085504,,1550199160606,,,,,,,,,,,,,,,,,,,,,,,,
,68332,,,,,,,,,,,,8085504,,,1550199154358,,,,,,,,,,,,,,,,,,,,,,,
,68333,,,,,,,,,,,,8085504,,,1550199157407,,,,,,,,,,,,,,,,,,,,,,,
,68334,,,,,,,,,,,,8085504,,,1550199160657,,,,,,,,,,,,,,,,,,,,,,,
,68335,,,,,2,20190215025226,2,1,,,10,8085504,0,,,,,,,,,,,,,,,,,,,,,,10,187,0,
,68336,,,,,,,,,,,,8085504,,,,1550199150457,,,,,,,,,,,,,,,,,,,,,,
,68337,,,,,,,,,,,,8085504,,,,1550199153041,,,,,,,,,,,,,,,,,,,,,,
,68338,,,,,,,,,,,,8085504,,,,1550199157523,,,,,,,,,,,,,,,,,,,,,,
,68339,,,,,,,,,,,,8085504,,,,1550199160342,,,,,,,,,,,,,,,,,,,,,,
,68340,,,,,,,,,,,,8085504,,,,,1550199152790,,,,,,,,,,,,,,,,,,,,,
,68341,,,,,,,,,,,,8085504,,,,,1550199154308,,,,,,,,,,,,,,,,,,,,,
,68342,,,,,,,,,,,,8085504,,,,,1550199157590,,,,,,,,,,,,,,,,,,,,,
,68343,,,,,,,,,,,,8085504,,,,,1550199160374,,,,,,,,,,,,,,,,,,,,,
,68344,,,,,,,,,20190215025239,submitted,,8085504,,,,,,,,,,,,,,,,,,,,,,,,,,
171.61.237.144,68345,,random,,,,,,,,,,4783655,,,,,,,,,,,,,,,,,,,,,,,,,,
,68346,,random,,,,,,,,,,4783655,,,,,,,,,,,,,,,,,,,,,,,,,,
,68347,,,,,2,20190215031027,1,2,,,1,4783655,0,,,,,,,,,,,,,,,,,,,,,,7,89,0,
,68348,,,,,,,,,,,,4783655,,1550200243420,,,,,,,,,,,,,,,,,,,,,,,,
,68349,,,,,,,,,,,,4783655,,1550200243587,,,,,,,,,,,,,,,,,,,,,,,,
,68350,,,,,,,,,,,,4783655,,1550200244321,,,,,,,,,,,,,,,,,,,,,,,,
,68351,,,,,,,,,,,,4783655,,,1550200243504,,,,,,,,,,,,,,,,,,,,,,,
,68352,,,,,,,,,,,,4783655,,,1550200243971,,,,,,,,,,,,,,,,,,,,,,,
,68353,,,,,,,,,,,,4783655,,,1550200244553,,,,,,,,,,,,,,,,,,,,,,,
,68354,,,,,2,20190215031027,1,1,,,1,4783655,0,,,,,,,,,,,,,,,,,,,,,,7,1321,0,
,68355,,,,,,,,,,,,4783655,,,,1550200227087,,,,,,,,,,,,,,,,,,,,,,
,68356,,,,,,,,,,,,4783655,,,,1550200233454,,,,,,,,,,,,,,,,,,,,,,
,68357,,,,,,,,,,,,4783655,,,,1550200233570,,,,,,,,,,,,,,,,,,,,,,
,68358,,,,,,,,,,,,4783655,,,,1550200237303,,,,,,,,,,,,,,,,,,,,,,
,68359,,,,,,,,,,,,4783655,,,,1550200238187,,,,,,,,,,,,,,,,,,,,,,
,68360,,,,,,,,,,,,4783655,,,,1550200243287,,,,,,,,,,,,,,,,,,,,,,
,68361,,,,,,,,,,,,4783655,,,,1550200244054,,,,,,,,,,,,,,,,,,,,,,
,68362,,,,,,,,,,,,4783655,,,,,1550200227171,,,,,,,,,,,,,,,,,,,,,
,68363,,,,,,,,,,,,4783655,,,,,1550200233520,,,,,,,,,,,,,,,,,,,,,
,68364,,,,,,,,,,,,4783655,,,,,1550200233604,,,,,,,,,,,,,,,,,,,,,
,68365,,,,,,,,,,,,4783655,,,,,1550200237337,,,,,,,,,,,,,,,,,,,,,
,68366,,,,,,,,,,,,4783655,,,,,1550200238220,,,,,,,,,,,,,,,,,,,,,
,68367,,,,,,,,,,,,4783655,,,,,1550200243304,,,,,,,,,,,,,,,,,,,,,
,68368,,,,,,,,,,,,4783655,,,,,1550200244120,,,,,,,,,,,,,,,,,,,,,
,68369,,,,,2,20190215031049,1,1,,,2,4783655,0,,,,,,,,,,,,,,,,,,,,,,3,3.6,0,
,68370,,,,,,,,,,,,4783655,,1550200247637,,,,,,,,,,,,,,,,,,,,,,,,
,68371,,,,,,,,,,,,4783655,,1550200247720,,,,,,,,,,,,,,,,,,,,,,,,
,68372,,,,,,,,,,,,4783655,,1550200248070,,,,,,,,,,,,,,,,,,,,,,,,
,68373,,,,,,,,,,,,4783655,,,1550200247670,,,,,,,,,,,,,,,,,,,,,,,
,68374,,,,,,,,,,,,4783655,,,1550200247820,,,,,,,,,,,,,,,,,,,,,,,
,68375,,,,,,,,,,,,4783655,,,1550200248504,,,,,,,,,,,,,,,,,,,,,,,
,68376,,,,,2,20190215031049,1,2,,,2,4783655,0,,,,,,,,,,,,,,,,,,,,,,3,4.5,0,
,68377,,,,,,,,,,,,4783655,,,,1550200248554,,,,,,,,,,,,,,,,,,,,,,
,68378,,,,,,,,,,,,4783655,,,,,1550200248587,,,,,,,,,,,,,,,,,,,,,
,68379,,,,,2,20190215031052,1,1,,,3,4783655,0,,,,,,,,,,,,,,,,,,,,,,6,1230,0,
,68380,,,,,,,,,,,,4783655,,1550200251536,,,,,,,,,,,,,,,,,,,,,,,,
,68381,,,,,,,,,,,,4783655,,1550200254320,,,,,,,,,,,,,,,,,,,,,,,,
,68382,,,,,,,,,,,,4783655,,1550200255553,,,,,,,,,,,,,,,,,,,,,,,,
,68383,,,,,,,,,,,,4783655,,1550200256581,,,,,,,,,,,,,,,,,,,,,,,,
,68384,,,,,,,,,,,,4783655,,1550200257036,,,,,,,,,,,,,,,,,,,,,,,,
,68385,,,,,,,,,,,,4783655,,,1550200251553,,,,,,,,,,,,,,,,,,,,,,,
,68386,,,,,,,,,,,,4783655,,,1550200254369,,,,,,,,,,,,,,,,,,,,,,,
,68387,,,,,,,,,,,,4783655,,,1550200255586,,,,,,,,,,,,,,,,,,,,,,,
,68388,,,,,,,,,,,,4783655,,,1550200256920,,,,,,,,,,,,,,,,,,,,,,,
,68389,,,,,,,,,,,,4783655,,,1550200258353,,,,,,,,,,,,,,,,,,,,,,,
,68390,,,,,2,20190215031052,1,2,,,3,4783655,0,,,,,,,,,,,,,,,,,,,,,,6,674,0,
,68391,,,,,,,,,,,,4783655,,,,1550200256137,,,,,,,,,,,,,,,,,,,,,,
,68392,,,,,,,,,,,,4783655,,,,1550200258420,,,,,,,,,,,,,,,,,,,,,,
,68393,,,,,,,,,,,,4783655,,,,,1550200251445,,,,,,,,,,,,,,,,,,,,,
,68394,,,,,,,,,,,,4783655,,,,,1550200256260,,,,,,,,,,,,,,,,,,,,,
,68395,,,,,,,,,,,,4783655,,,,,1550200258586,,,,,,,,,,,,,,,,,,,,,
,68396,,,,,2,20190215031103,1,1,,,4,4783655,0,,,,,,,,,,,,,,,,,,,,,,5,31,0,
,68397,,,,,,,,,,,,4783655,,1550200260403,,,,,,,,,,,,,,,,,,,,,,,,
,68398,,,,,,,,,,,,4783655,,1550200266652,,,,,,,,,,,,,,,,,,,,,,,,
,68399,,,,,,,,,,,,4783655,,,1550200260436,,,,,,,,,,,,,,,,,,,,,,,
,68400,,,,,,,,,,,,4783655,,,1550200267970,,,,,,,,,,,,,,,,,,,,,,,
,68401,,,,,2,20190215031103,1,2,,,4,4783655,0,,,,,,,,,,,,,,,,,,,,,,5,52,0,
,68402,,,,,,,,,,,,4783655,,,,1550200268020,,,,,,,,,,,,,,,,,,,,,,
,68403,,,,,,,,,,,,4783655,,,,,1550200268036,,,,,,,,,,,,,,,,,,,,,
,68404,,,,,2,20190215031112,2,2,,,5,4783655,0,,,,,,,,,,,,,,,,,,,,,,2,3.6,0,
,68405,,,,,,,,,,,,4783655,,1550200275053,,,,,,,,,,,,,,,,,,,,,,,,
,68406,,,,,,,,,,,,4783655,,,1550200269936,,,,,,,,,,,,,,,,,,,,,,,
,68407,,,,,,,,,,,,4783655,,,1550200275069,,,,,,,,,,,,,,,,,,,,,,,
,68408,,,,,2,20190215031112,2,1,,,5,4783655,0,,,,,,,,,,,,,,,,,,,,,,2,1.8,0,
,68409,,,,,,,,,,,,4783655,,,,1550200270037,,,,,,,,,,,,,,,,,,,,,,
,68410,,,,,,,,,,,,4783655,,,,1550200274319,,,,,,,,,,,,,,,,,,,,,,
,68411,,,,,,,,,,,,4783655,,,,1550200274669,,,,,,,,,,,,,,,,,,,,,,
,68412,,,,,,,,,,,,4783655,,,,,1550200270102,,,,,,,,,,,,,,,,,,,,,
,68413,,,,,,,,,,,,4783655,,,,,1550200274469,,,,,,,,,,,,,,,,,,,,,
,68414,,,,,,,,,,,,4783655,,,,,1550200275019,,,,,,,,,,,,,,,,,,,,,
,68415,,,,,2,20190215031119,1,1,,,6,4783655,0,,,,,,,,,,,,,,,,,,,,,,8,834,0,
,68416,,,,,,,,,,,,4783655,,1550200277386,,,,,,,,,,,,,,,,,,,,,,,,
,68417,,,,,,,,,,,,4783655,,1550200278419,,,,,,,,,,,,,,,,,,,,,,,,
,68418,,,,,,,,,,,,4783655,,,1550200277436,,,,,,,,,,,,,,,,,,,,,,,
,68419,,,,,,,,,,,,4783655,,,1550200278919,,,,,,,,,,,,,,,,,,,,,,,
,68420,,,,,2,20190215031119,1,2,,,6,4783655,0,,,,,,,,,,,,,,,,,,,,,,8,71,0,
,68421,,,,,,,,,,,,4783655,,,,1550200276818,,,,,,,,,,,,,,,,,,,,,,
,68422,,,,,,,,,,,,4783655,,,,1550200278936,,,,,,,,,,,,,,,,,,,,,,
,68423,,,,,,,,,,,,4783655,,,,,1550200277325,,,,,,,,,,,,,,,,,,,,,
,68424,,,,,,,,,,,,4783655,,,,,1550200278952,,,,,,,,,,,,,,,,,,,,,
,68425,,,,,2,20190215031123,1,2,,,7,4783655,0,,,,,,,,,,,,,,,,,,,,,,10,220,0,
,68426,,,,,,,,,,,,4783655,,1550200280789,,,,,,,,,,,,,,,,,,,,,,,,
,68427,,,,,,,,,,,,4783655,,1550200283837,,,,,,,,,,,,,,,,,,,,,,,,
,68428,,,,,,,,,,,,4783655,,,1550200280987,,,,,,,,,,,,,,,,,,,,,,,
,68429,,,,,,,,,,,,4783655,,,1550200284320,,,,,,,,,,,,,,,,,,,,,,,
,68430,,,,,2,20190215031123,1,1,,,7,4783655,0,,,,,,,,,,,,,,,,,,,,,,10,185,0,
,68431,,,,,,,,,,,,4783655,,,,1550200281054,,,,,,,,,,,,,,,,,,,,,,
,68432,,,,,,,,,,,,4783655,,,,1550200282420,,,,,,,,,,,,,,,,,,,,,,
,68433,,,,,,,,,,,,4783655,,,,,1550200281071,,,,,,,,,,,,,,,,,,,,,
,68434,,,,,,,,,,,,4783655,,,,,1550200283770,,,,,,,,,,,,,,,,,,,,,
,68435,,,,,2,20190215031128,1,1,,,8,4783655,0,,,,,,,,,,,,,,,,,,,,,,1,3.4,0,
,68436,,,,,,,,,,,,4783655,,1550200287870,,,,,,,,,,,,,,,,,,,,,,,,
,68437,,,,,,,,,,,,4783655,,1550200288119,,,,,,,,,,,,,,,,,,,,,,,,
,68438,,,,,,,,,,,,4783655,,,1550200287937,,,,,,,,,,,,,,,,,,,,,,,
,68439,,,,,,,,,,,,4783655,,,1550200288620,,,,,,,,,,,,,,,,,,,,,,,
,68440,,,,,2,20190215031128,1,2,,,8,4783655,0,,,,,,,,,,,,,,,,,,,,,,1,4.7,0,
,68441,,,,,,,,,,,,4783655,,,,1550200288670,,,,,,,,,,,,,,,,,,,,,,
,68442,,,,,,,,,,,,4783655,,,,,1550200288687,,,,,,,,,,,,,,,,,,,,,
,68443,,,,,2,20190215031132,1,2,,,9,4783655,0,,,,,,,,,,,,,,,,,,,,,,4,5.6,0,
,68444,,,,,,,,,,,,4783655,,1550200292103,,,,,,,,,,,,,,,,,,,,,,,,
,68445,,,,,,,,,,,,4783655,,1550200292487,,,,,,,,,,,,,,,,,,,,,,,,
,68446,,,,,,,,,,,,4783655,,,1550200292426,,,,,,,,,,,,,,,,,,,,,,,
,68447,,,,,,,,,,,,4783655,,,1550200292520,,,,,,,,,,,,,,,,,,,,,,,
,68448,,,,,2,20190215031132,1,1,,,9,4783655,0,,,,,,,,,,,,,,,,,,,,,,4,6,0,
,68449,,,,,,,,,,,,4783655,,,,1550200290404,,,,,,,,,,,,,,,,,,,,,,
,68450,,,,,,,,,,,,4783655,,,,1550200291302,,,,,,,,,,,,,,,,,,,,,,
,68451,,,,,,,,,,,,4783655,,,,,1550200290420,,,,,,,,,,,,,,,,,,,,,
,68452,,,,,,,,,,,,4783655,,,,,1550200291970,,,,,,,,,,,,,,,,,,,,,
,68453,,,,,2,20190215031137,1,1,,,10,4783655,0,,,,,,,,,,,,,,,,,,,,,,9,1739,0,
,68454,,,,,,,,,,,,4783655,,1550200294287,,,,,,,,,,,,,,,,,,,,,,,,
,68455,,,,,,,,,,,,4783655,,1550200295520,,,,,,,,,,,,,,,,,,,,,,,,
,68456,,,,,,,,,,,,4783655,,,1550200294321,,,,,,,,,,,,,,,,,,,,,,,
,68457,,,,,,,,,,,,4783655,,,1550200296170,,,,,,,,,,,,,,,,,,,,,,,
,68458,,,,,2,20190215031137,1,2,,,10,4783655,0,,,,,,,,,,,,,,,,,,,,,,9,1345,0,
,68459,,,,,,,,,,,,4783655,,,,1550200296220,,,,,,,,,,,,,,,,,,,,,,
,68460,,,,,,,,,,,,4783655,,,,,1550200296236,,,,,,,,,,,,,,,,,,,,,
,68461,,,,,,,,,20190215031141,submitted,,4783655,,,,,,,,,,,,,,,,,,,,,,,,,,
